site,micro,month,elevation_change,janzenDscore,janzenDscore_elevCorr,TAD,TAD_elevCorr,kde,kde_elevCorr,macro,foliage,flora,snow_source_flag,height_notes,snowdepth,latitude,veg_structure,foliage_cover,height,snow_presence
AK_nabesna,surface,3,394.7,1.0905035276055086,0.11982630524455647,39.0359477124183,15.69059983479323,0.7075679382573254,0.07042940398441723,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",11.439362842621156,63.0217,115.86665432893273,0,3,snow
AK_nabesna,surface,4,394.7,0.9986534490279165,0.02797622666696446,33.54575163398693,10.20040375636186,0.7014113573640159,0.06427282309110775,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",6.9675564099344545,63.0217,115.86665432893273,0,3,snow
AK_nabesna,surface,5,394.7,0.9607348201620571,-0.00994240219889499,26.614583333333336,3.2692354557082655,0.6646261761658726,0.02748764189296443,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.38369334188271687,63.0217,115.86665432893273,0,3,no snow
AK_nabesna,surface,6,394.7,0.9565326775613242,-0.014144544799627946,27.074074074074073,3.728726196449005,0.6547999741069505,0.017661439834042225,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.002256675279931094,63.0217,115.86665432893273,0,3,no snow
AK_nabesna,surface,7,394.7,0.9275658842242013,-0.04311133813675087,24.04513888888889,0.6997910112638202,0.634103091199248,-0.0030354430736601475,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0,63.0217,115.86665432893273,0,3,no snow
AK_nabesna,surface,8,394.7,0.9806693826519918,0.009992160291039682,27.46527777777778,4.119929900152709,0.6664318536099468,0.02929331933703863,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.0027829233724999476,63.0217,115.86665432893273,0,3,no snow
AK_nabesna,surface,9,394.7,0.9462447990275487,-0.024432423333403435,25.976430976430976,2.6310830988059077,0.7225354269933504,0.08539689272044215,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",0.161014156634139,63.0217,115.86665432893273,0,3,no snow
AK_nabesna,surface,10,394.7,1.0450727365120656,0.07439551415111334,32.20634920634921,8.861001328724138,0.7486313652812617,0.1114928310083535,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",1.6866484418736327,63.0217,115.86665432893273,0,3,no snow
AK_nabesna,surface,11,394.7,1.1435698170534758,0.17289259469252374,35.70261437908497,12.357266501459897,0.6830849988402734,0.04594646456736526,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",5.09792035440383,63.0217,115.86665432893273,0,3,snow
AK_nabesna,surface,12,394.7,1.2275901515458558,0.25691292918490377,40.08417508417509,16.738827206550013,0.6157100962526698,-0.021428438020238347,alpine meadow,leaf-off,unknown but likely irrelevant,measured_daily,"nabesna informed estimate, Tok uninformed estimate",8.110097322498016,63.0217,115.86665432893273,0,3,snow
AU,canopy,3,900,0.25649458802128855,-0.4594289467029492,2.5,-15.018719942769884,0.3709418637958143,-0.10856225173573235,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,19,no snow
AU,canopy,4,900,0.7071067811865476,-0.00881675353769018,9,-8.518719942769884,0.42141004206618937,-0.05809407346535726,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,19,no snow
AU,soil,1,900,-0.7890384812142448,-1.5049620159384824,-2.300666666666668,-19.81938660943655,0,-0.47950411553154665,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,2,900,-1.1116850218849283,-1.827608556609166,-2.6924166666666665,-20.211136609436547,0,-0.47950411553154665,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,3,900,-0.36910179985066904,-1.0850253345749068,-1.3919999999999995,-18.91071994276988,0.001039632098382575,-0.47846448343316406,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,4,900,-0.28944242874444215,-1.0053659634686798,-1.0790000000000042,-18.597719942769885,0.0035427112471735434,-0.4759614042843731,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,5,900,-0.3222250392870596,-1.0381485740112972,-1.112333333333332,-18.631053276103213,0.002357496386858281,-0.47714661914468837,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,6,900,0.042240377668438016,-0.6736831570557997,0.20866666666666234,-17.31005327610322,0.04513070668020263,-0.434373408851344,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,7,900,-0.25917615522282433,-0.9750996899470621,-1.1369999999999987,-18.655719942769878,0.008000038169766131,-0.4715040773617805,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,8,900,-0.06739932889838104,-0.7833228636226188,-0.40916666666666757,-17.92788660943655,0.033955017906261466,-0.44554909762528516,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,9,900,-0.4581673374012385,-1.1740908721254764,-1.466666666666665,-18.985386609436546,0.001653648012782944,-0.4778504675187637,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,10,900,-0.40105551510087706,-1.1169790498251149,-1.3080000000000034,-18.826719942769884,0.0032004492245264506,-0.4763036663070202,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,11,900,-0.15628253861670446,-0.8722060733409422,-0.75075,-18.26946994276988,0.013946948835171438,-0.4655571666963752,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,soil,12,900,-0.868789572047779,-1.5847131067720168,-2.477666666666668,-19.99638660943655,0,-0.47950411553154665,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,-0.07,no snow
AU,surface,1,900,0.3045233205719946,-0.41140021415224315,2.950833333333332,-14.567886609436552,0.3277076403148321,-0.15179647521671452,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,2,900,0.3396750164661221,-0.37624851825811567,3.259999999999998,-14.258719942769886,0.3897712500690338,-0.08973286546251284,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,3,900,0.4471055578119213,-0.26881797691231646,4.210000000000001,-13.308719942769883,0.3875947578231615,-0.09190935770838514,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,4,900,0.4611586175977321,-0.2547649171265057,4.552499999999998,-12.966219942769886,0.3665376458527923,-0.11296646967875433,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,5,900,0.4922353249741942,-0.22368820975004355,5.375833333333333,-12.142886609436552,0.37740808953607413,-0.1020960259954725,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,6,900,0.5614574460285402,-0.15446608869569756,6.786666666666669,-10.732053276103215,0.38588932275277893,-0.0936147927787677,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,7,900,0.5696406757346029,-0.1462828589896349,7.213333333333333,-10.305386609436551,0.33113875744593935,-0.1483653580856073,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,8,900,0.6459752529040107,-0.06994828182022705,8.958333333333332,-8.560386609436552,0.3886869297061791,-0.09081718582536756,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,9,900,0.6103877178214745,-0.10553581690276326,8.036666666666667,-9.482053276103217,0.32410081290926795,-0.1554033026222787,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,10,900,0.6308688889932154,-0.0850546457310224,8.996666666666666,-8.522053276103218,0.33313058704817283,-0.14637352848337382,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,11,900,0.5830417895754806,-0.13288174514875717,8.54,-8.978719942769885,0.38040333886176086,-0.09910077666978577,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AU,surface,12,900,0.48874668513076314,-0.22717684959347462,5.755000000000003,-11.763719942769882,0.28061536748081656,-0.1988887480507301,tropical broadleaf,leaf-on,tropical broadleaf,NA,"soil and surface measured, canopy estimated",0,-15.73,1320.1973900364817,1,1,no snow
AZ,soil,1,1005,0.49833114626030606,-0.16281205693876755,6.1433333333333335,-10.164628776149803,0.18953820676615862,-0.25720989458006654,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62436823529412,46.49952462590073,0,-0.1,no snow
AZ,soil,2,1005,0.4389598001118222,-0.2221834030872514,5.6899999999999995,-10.617962109483136,0.20559975808090347,-0.24114834326532164,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62421795180723,46.7541770061083,0,-0.1,no snow
AZ,soil,3,1005,0.413386666922474,-0.24775653627659963,6.9333333333333345,-9.374628776149802,0.21336185394446075,-0.2333862474017644,hot desert,leaf-off,sparse shrub,confident_estimate,informed estimate,0,33.630605,35.93145084728693,0,-0.1,no snow
AZ,soil,4,1005,0.5143983075297972,-0.14674489566927643,9.686666666666666,-6.621295442816468,0.2711124758036261,-0.1756356255425991,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62419418604651,46.794447615071356,0,-0.1,no snow
AZ,soil,5,1005,0.4809269663821974,-0.18021623681687618,8.346666666666668,-7.961295442816467,0.29664528846233107,-0.15010281288389407,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.6245116091954,46.25658040110502,0,-0.1,no snow
AZ,soil,6,1005,0.5848436460836084,-0.07629955711546517,10.530000000000001,-5.777962109483133,0.3419909425543534,-0.10475715879187168,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62436823529412,46.49952462590073,0,-0.1,no snow
AZ,soil,7,1005,0.5027602244176745,-0.15838297878139912,7.406666666666669,-8.901295442816467,0.31045906078621044,-0.13628904056001467,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.624339886363636,46.54756132489443,0,-0.1,no snow
AZ,soil,8,1005,0.5772739783014215,-0.08386922489765214,9.040000000000001,-7.267962109483134,0.35411673552734857,-0.09263136581887656,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.6245116091954,46.25658040110502,0,-0.1,no snow
AZ,soil,9,1005,0.6026745827766095,-0.058468620422464146,9.843333333333335,-6.4646287761498,0.3498539157453817,-0.09689418560084341,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62436823529412,46.49952462590073,0,-0.1,no snow
AZ,soil,10,1005,0.6625578329002509,0.001414629701177376,12.306666666666667,-4.001295442816468,0.3579693561159121,-0.08877874523031304,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.6245116091954,46.25658040110502,0,-0.1,no snow
AZ,soil,11,1005,0.5530975029431464,-0.10804570025592715,9.333333333333334,-6.9746287761498005,0.2828770882775191,-0.163871013068706,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62436823529412,46.49952462590073,0,-0.1,no snow
AZ,soil,12,1005,0.5038444543081103,-0.15729874889096326,6.203333333333333,-10.104628776149802,0.17411498079255597,-0.2726331205536692,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.6245116091954,46.25658040110502,0,-0.1,no snow
AZ,surface,1,1005,0.668327138722551,0.007183935523477403,15.283266666666668,-1.0246954428164659,0.4459893075407914,-7.587938054337065e-4,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62436823529412,46.49952462590073,0,2,no snow
AZ,surface,2,1005,0.6203986760212894,-0.04074452717778424,13.130033333333333,-3.177928776149801,0.38318984826192465,-0.0635582530843005,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62421795180723,46.7541770061083,0,2,no snow
AZ,surface,3,1005,0.6615027718024411,3.595686033674624e-4,15.799933333333334,-0.5080287761498014,0.38676983230490586,-0.059978269041319275,hot desert,leaf-off,sparse shrub,confident_estimate,informed estimate,0,33.630605,35.93145084728693,0,2,no snow
AZ,surface,4,1005,0.6582817748540294,-0.0028614283450442515,18.53523333333333,2.2272712238501975,0.4369544472070183,-0.009793654139206805,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62419418604651,46.794447615071356,0,2,no snow
AZ,surface,5,1005,0.6305409551622367,-0.030602248036836865,15.037933333333331,-1.2700287761498024,0.42300116563163526,-0.023746935714589877,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.6245116091954,46.25658040110502,0,2,no snow
AZ,surface,6,1005,0.6280096658982987,-0.03313353730077495,16.016666666666666,-0.2912954428164675,0.44632826635716816,-4.198349890569772e-4,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62436823529412,46.49952462590073,0,2,no snow
AZ,surface,7,1005,0.6836683617172761,0.02252515851820247,13.816433333333332,-2.491528776149802,0.41559650421240374,-0.031151597133821363,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.624339886363636,46.54756132489443,0,2,no snow
AZ,surface,8,1005,0.6900999045302715,0.028956701331197914,14.59083333333333,-1.717128776149803,0.4222511393005438,-0.024496962045681334,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.6245116091954,46.25658040110502,0,2,no snow
AZ,surface,9,1005,0.6830242453160531,0.021881042116979537,15.064833333333336,-1.2431287761497982,0.42360217164705377,-0.02314592969917133,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62436823529412,46.49952462590073,0,2,no snow
AZ,surface,10,1005,0.6385218715133515,-0.022621331685722074,14.951166666666667,-1.3567954428164675,0.47653133440009154,0.029783233053866407,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.6245116091954,46.25658040110502,0,2,no snow
AZ,surface,11,1005,0.6834287708483529,0.022285567649279248,16.1597,-0.1482621094831347,0.4409906073762594,-0.005757493969965729,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.62436823529412,46.49952462590073,0,2,no snow
AZ,surface,12,1005,0.7307083281667076,0.06956512496763405,15.211033333333333,-1.0969287761498014,0.3742223733457346,-0.07252572800049051,hot desert,leaf-off,sparse shrub,measured_daily,informed estimate,0,33.6245116091954,46.25658040110502,0,2,no snow
AZ_cata,soil,1,428,1.4202477304101644,0.4659070551868322,7.71,-15.251364679068415,0.26942146277241585,-0.3573287355731475,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0.5,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,2,428,1.2384270064083842,0.28408633118505205,7.675,-15.286364679068415,0.538611726783548,-0.08813847156201544,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,1.1310344827586207,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,3,428,1.0594818382066415,0.1051411629833094,12.15,-10.811364679068415,0.7832462582119742,0.1564960598664109,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0.4838709677419355,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,4,428,0.9916479870213338,0.037307311798001654,13.248333333333333,-9.71303134573508,0.6892245216820505,0.06247432333648715,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0.5,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,5,428,0.9559031260399712,0.0015624508166390088,15.815000000000001,-7.146364679068412,0.6769257552222285,0.050175556876665216,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0.22580645161290322,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,6,428,0.9440358747618901,-0.010304800461442073,13.98,-8.981364679068413,0.6600751953416988,0.0333249969961354,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,7,428,1.0251400631744427,0.07079938795111056,12.516666666666667,-10.444698012401746,0.648699098310487,0.021948899964923604,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,8,428,1.0940948785047346,0.1397542032814025,9.799999999999999,-13.161364679068415,0.7301996377064562,0.10344943936089289,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,9,428,1.1088327393879769,0.15449206416464475,12.051666666666666,-10.909698012401748,0.7497323819478624,0.12298218360229905,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,10,428,1.0784626841690506,0.12412200894571841,9.75,-13.211364679068412,0.4854518852362786,-0.1412983131092848,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,11,428,1.5485644477608744,0.5942237725375421,14.436666666666667,-8.524698012401746,0.30952739467192714,-0.3172228036736362,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,0.9066666666666666,32.432465,648.4576260024338,1,-0.1,no snow
AZ_cata,soil,12,428,1.3787742929490843,0.42443361772575205,12.627500000000001,-10.333864679068414,0.3174468872820711,-0.30930331106349224,Ponderosa pine,leaf-on,"Ponerosa pine, Douglas fir",single_avg,from metadata,3.6451612903225805,32.432465,648.4576260024338,1,-0.1,snow
CA,surface,1,698.9,0.8341018035018548,0.01503146067272515,21.208333333333336,1.3707238641447348,0.5399699055867595,-0.0022697761606743916,developed,leaf-off,dry scrub,measured_daily,from metadata,0.12983870967741934,37.0689,0,0,1,no snow
CA,surface,2,698.9,0.7311642233460156,-0.08790611948311414,19.319444444444446,-0.5181650247441558,0.544638063349395,0.0023983816019611656,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,3,698.9,0.8427218485506022,0.023651505721472454,24.986111111111114,5.148501641922512,0.6061127124259998,0.06387303067856602,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,4,698.9,0.8166080169757544,-0.0024623258533753856,27.388888888888893,7.55127941970029,0.6407885870299471,0.09854890528251324,developed,leaf-off,dry scrub,measured_daily,from metadata,0.01388888888888889,37.0689,0,0,1,no snow
CA,surface,5,698.9,0.8231278306934752,0.004057487864345483,25.305555555555557,5.467946086366956,0.670591303780746,0.12835162203331224,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,6,698.9,0.8291711101538718,0.01010076732474205,28.166666666666668,8.3290571974780665,0.7063065952928376,0.16406691354540373,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,7,698.9,0.8718590547570982,0.05278871192796855,25.98611111111111,6.148501641922509,0.6943697419101269,0.15213006016269298,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,8,698.9,0.8169204800395022,-0.0021498627896274214,24.41666666666667,4.57905719747807,0.6564739523775822,0.1142342706301483,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,9,698.9,0.8078730822602791,-0.011197260568850648,23.791666666666664,3.954057197478065,0.5945146769854646,0.052274995238030766,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,10,698.9,0.7531336697656477,-0.06593667306348208,24.569444444444446,4.731834975255847,0.5769253037660604,0.03468562201862653,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,11,698.9,0.7601189223784014,-0.05895142045072832,23.90277777777778,4.065168308589175,0.5448504228844716,0.0026107411370377273,developed,leaf-off,dry scrub,measured_daily,from metadata,0,37.0689,0,0,1,no snow
CA,surface,12,698.9,0.794699680525742,-0.024370662303387636,21.38888888888889,1.5512794197002884,0.4709942344633896,-0.07124544728404422,developed,leaf-off,dry scrub,measured_daily,from metadata,0.013440860215053764,37.0689,0,0,1,no snow
CH_conif,surface,1,1393,0.6091343279818147,0.15591943806254704,13.738888888888889,1.9049652490748852,0.31502529941370955,-0.010681530466756057,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,36.99356172380816,46.967905,1267.325388791928,1,2,snow
CH_conif,surface,2,1393,0.6781864200769556,0.22497153015768795,16.711111111111112,4.877187471297107,0.3699353249899103,0.04422849510944468,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,49.88347055712805,46.967905,1267.325388791928,1,2,snow
CH_conif,surface,3,1393,0.6345069638835276,0.18129207396425995,16.449444444444445,4.615520804630441,0.43231876505052313,0.10661193517005751,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,55.49242620115282,46.967905,1267.325388791928,1,2,snow
CH_conif,surface,4,1393,0.6463193684378288,0.19310447851856116,15.972105263157895,4.1381816233438915,0.4053653185813309,0.0796584887008653,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,60.230188354695066,46.967905,1267.325388791928,1,2,snow
CH_conif,surface,5,1393,0.7128446490253542,0.25962975910608654,17.235555555555557,5.401631915741552,0.3914138185964839,0.06570698871601827,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,14.301544348862983,46.967905,1267.325388791928,1,2,snow
CH_conif,surface,6,1393,0.7456272097487626,0.292412319829495,18.518947368421053,6.685023728607048,0.4330304990735461,0.10732366919308053,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,0.4333420706883511,46.967905,1267.325388791928,1,2,no snow
CH_conif,surface,7,1393,0.7077735131535542,0.25455862323428663,15.8705,4.036576360185996,0.426621095535474,0.10091426565500837,Dense coniferous,leaf-on,"mountain pine (Pinus mugo; 210 yrs) at high elev, European silver fir (Abies alba; 110 yrs) and oak trees (Quercus sp.; 190-210 yrs) at low elev",measured daily,from metadata,0.19140655940157733,46.967905,1267.325388791928,1,2,no snow
