"","julian","mean","max","min","elevation","micro"
"198",198,19.0120112179487,37.72,7.267,"low","air"
"199",199,17.8727776442308,39.4,6.764,"low","air"
"200",200,19.033640625,37.1,7.799,"low","air"
"201",201,19.1393870192308,37.02,7.881,"low","air"
"202",202,19.0151286057692,34.91,4.738,"low","air"
"203",203,19.2875953525641,36.33,3.593,"low","air"
"204",204,19.8184094551282,35.74,5.707,"low","air"
"205",205,19.6709927884615,35.12,6.259,"low","air"
"206",206,20.0278517628205,36.57,6.365,"low","air"
"207",207,20.7139226762821,39.05,7.335,"low","air"
"208",208,21.3980356570513,37.58,6.572,"low","air"
"209",209,21.2942616185897,37.75,6.642,"low","air"
"210",210,20.4363317307692,37.67,6.313,"low","air"
"211",211,21.2115608974359,38.15,6.732,"low","air"
"212",212,20.7379166666667,36.82,8.16,"low","air"
"213",213,20.0484983974359,39.15,7.158,"low","air"
"214",214,19.7239322916667,38.61,5.908,"low","air"
"215",215,19.7308822115385,37.6,7.549,"low","air"
"216",216,18.8206522435897,34.96,7.029,"low","air"
"217",217,18.8572528044872,33.15,5.796,"low","air"
"218",218,18.4918918269231,32.81,6.016,"low","air"
"219",219,17.9305440705128,32.64,6.548,"low","air"
"220",220,18.5066754807692,34.98,5.9,"low","air"
"221",221,18.7751213942308,35.57,6.218,"low","air"
"222",222,19.2420877403846,37.1,7.278,"low","air"
"223",223,18.9508521634615,35.1,7.025,"low","air"
"224",224,18.5968617788462,38.16,5.691,"low","air"
"225",225,18.5072359775641,36.37,6.438,"low","air"
"226",226,18.467015224359,39.8,5.523,"low","air"
"227",227,19.050483974359,36.09,6.48,"low","air"
"228",228,20.0546193910256,35.73,6.958,"low","air"
"229",229,20.025577323718,36.66,6.282,"low","air"
"230",230,20.5728725961538,36.56,6.663,"low","air"
"231",231,20.006921474359,36.62,6.969,"low","air"
"232",232,19.4069627403846,33.81,6.835,"low","air"
"233",233,18.119030849359,35.39,6.838,"low","air"
"234",234,17.6719014423077,32.32,6.404,"low","air"
"235",235,18.1137772435897,34.23,5.591,"low","air"
"236",236,17.7951730769231,37.09,6.07,"low","air"
"237",237,17.7118024839744,39.36,5.341,"low","air"
"238",238,18.0560584935897,36.31,5.249,"low","air"
"239",239,17.6887820512821,38.03,4.429,"low","air"
"240",240,18.4508617788462,38.65,6.221,"low","air"
"241",241,17.3289499198718,35.53,3.91,"low","air"
"242",242,16.5496582532051,32.07,4.19,"low","air"
"243",243,17.2370893429487,36.89,5.591,"low","air"
"244",244,17.6815877403846,40.45,4.952,"low","air"
"245",245,18.2313024839744,41.38,5.903,"low","air"
"246",246,17.9135580929487,40.32,5.536,"low","air"
"247",247,17.0383557692308,34.35,3.403,"low","air"
"248",248,16.0497948717949,31.91,2.197,"low","air"
"249",249,16.8981181891026,33.99,3.976,"low","air"
"250",250,16.9265789262821,33.12,3.061,"low","air"
"251",251,17.283702724359,36.01,2.562,"low","air"
"252",252,17.8805028044872,40.19,3.773,"low","air"
"253",253,17.9819274839744,38.17,2.02,"low","air"
"254",254,17.4283601762821,35.48,4.419,"low","air"
"255",255,17.5515633012821,34.71,4.722,"low","air"
"256",256,16.2387211538462,33.9,2.86,"low","air"
"257",257,15.0983365384615,33.55,1.909,"low","air"
"258",258,13.4737844551282,31.22,1.333,"low","air"
"259",259,13.6238790064103,30.18,1.438,"low","air"
"260",260,14.5051814903846,33.04,2.6,"low","air"
"261",261,15.3472423878205,33.81,3.952,"low","air"
"262",262,15.737483974359,34.04,2.979,"low","air"
"263",263,15.6044495192308,34.9,4.359,"low","air"
"264",264,14.5623713942308,34.84,3.393,"low","air"
"265",265,14.0173233173077,35.87,1.143,"low","air"
"266",266,14.6211029647436,35.6,2.244,"low","air"
"267",267,14.5846013621795,34.03,3.616,"low","air"
"268",268,14.5139595352564,35.32,4.088,"low","air"
"269",269,15.0539899839744,39.29,1.254,"low","air"
"270",270,15.3971724829523,37.99,1.926,"low","air"
"271",271,14.9823032852564,35.62,3.264,"low","air"
"272",272,14.6576578525641,35.54,0.729,"low","air"
"273",273,13.6356939102564,33.8,0.396,"low","air"
"274",274,12.8294711538462,34.64,2.174,"low","air"
"275",275,12.8379907852564,37.04,2.102,"low","air"
"276",276,12.1746574519231,36.26,1.441,"low","air"
"277",277,11.8659931891026,33.95,0.265,"low","air"
"278",278,11.2699487179487,32.74,-1.039,"low","air"
"279",279,11.6944366987179,33.21,-0.15,"low","air"
"280",280,11.7653517628205,32.62,-0.834,"low","air"
"281",281,12.5700713141026,30.01,0.328,"low","air"
"282",282,12.4610120192308,28.86,1.148,"low","air"
"283",283,11.9475789262821,28.47,0.943,"low","air"
"284",284,11.5199859775641,29.47,0.123,"low","air"
"285",285,11.3382047275641,31.42,-1.184,"low","air"
"286",286,11.4101955128205,33.11,0.162,"low","air"
"287",287,12.0621887019231,31.51,0.837,"low","air"
"288",288,11.8813545673077,29.2,-1.808,"low","air"
"289",289,11.9228846153846,28.66,-0.919,"low","air"
"290",290,11.7484562951083,27.33,-0.244,"low","air"
"291",291,11.7202003205128,26.98,0.558,"low","air"
"292",292,11.508375,28.93,1.193,"low","air"
"293",293,10.4902536057692,28.03,1.994,"low","air"
"294",294,10.1170480769231,26.15,1.234,"low","air"
"295",295,10.2937219551282,25.51,-1.166,"low","air"
"296",296,10.4722219551282,24.42,0.814,"low","air"
"297",297,10.1219627403846,24.68,-0.173,"low","air"
"298",298,10.0258036858974,24.1,1.976,"low","air"
"299",299,9.56397235576923,26.21,-1.119,"low","air"
"300",300,9.70504166666667,23.12,-1.054,"low","air"
"301",301,9.72874759615385,25.19,-1.859,"low","air"
"302",302,9.47851201923077,23.51,-0.553,"low","air"
"303",303,9.91587620192308,23.31,0.125,"low","air"
"304",304,10.0587275641026,23.16,-0.214,"low","air"
"305",305,9.51848717948718,23.72,1.346,"low","air"
"306",306,8.79078645833333,23.87,-0.512,"low","air"
"307",307,7.48849559294872,22.09,-2.286,"low","air"
"308",308,7.00543629807692,20.89,-1.818,"low","air"
"309",309,7.49029487179487,20.94,-1.42,"low","air"
"310",310,7.97274479166667,20.77,-1.724,"low","air"
"311",311,7.82409975961538,21.29,-1.364,"low","air"
"312",312,7.82217067307692,20.35,-2.366,"low","air"
"313",313,6.42884695512821,19.7,-4.214,"low","air"
"314",314,6.96653525641026,19.69,-4.242,"low","air"
"315",315,6.50054046474359,19.42,-4.573,"low","air"
"316",316,7.2139859775641,18.48,-4.282,"low","air"
"317",317,7.69418108974359,18.56,-2.611,"low","air"
"318",318,7.5184811698718,18.99,-3.952,"low","air"
"319",319,7.00984135541009,18.62,-3.381,"low","air"
"320",320,6.23139360119048,16.84,-3.075,"low","air"
"321",321,5.6407771577381,15.4,-3.127,"low","air"
"322",322,5.2994375,15.75,-3.602,"low","air"
"323",323,5.86562834821429,14.9,-3.522,"low","air"
"324",324,7.62152418154762,17.49,-3.386,"low","air"
"325",325,8.48701078869048,16.94,-0.766,"low","air"
"326",326,8.56280952380952,20.22,-0.219,"low","air"
"327",327,6.8322615327381,17.18,-3.039,"low","air"
"328",328,5.08114174107143,14.71,-4.368,"low","air"
"329",329,4.8228634672619,15.3,-3.892,"low","air"
"330",330,5.82912016369048,14.31,-2.852,"low","air"
"331",331,5.53565811011905,16.05,-5.08,"low","air"
"332",332,4.94986383928571,14.08,-6.164,"low","air"
"333",333,5.0002771577381,12.41,-6.872,"low","air"
"334",334,5.02152641369048,13.79,-3.459,"low","air"
"335",335,5.6311640625,14.7,-2.907,"low","air"
"336",336,6.14344642857143,14.52,-2.679,"low","air"
"337",337,5.20417410714286,14.31,-3.222,"low","air"
"338",338,4.32309635416667,14.41,-5.639,"low","air"
"339",339,4.57584188988095,15.2,-8.16,"low","air"
"340",340,4.4930390625,18.12,-8.25,"low","air"
"341",341,4.02068526785714,14.39,-6.086,"low","air"
"342",342,4.43000409226191,14.84,-8.65,"low","air"
"343",343,4.74224479166667,13.91,-8.19,"low","air"
"344",344,5.09427046130952,13.56,-7.013,"low","air"
"345",345,4.98113578869048,14.77,-5.552,"low","air"
"346",346,3.80111123511905,12.66,-4.956,"low","air"
"347",347,3.21941629464286,12.6,-4.709,"low","air"
"348",348,3.79448511904762,12.93,-3.9,"low","air"
"349",349,4.28670982142857,11.86,-3.968,"low","air"
"350",350,4.08304241071429,12.82,-3.551,"low","air"
"351",351,4.33110044642857,10.84,-3.425,"low","air"
"352",352,4.84912797619048,13.78,-3.34,"low","air"
"353",353,3.94473511904762,15.35,-4.185,"low","air"
"354",354,3.71651227678571,11.41,-3.906,"low","air"
"355",355,5.04072767857143,14.01,-3.762,"low","air"
"356",356,4.26655580357143,15.21,-5.348,"low","air"
"357",357,3.14167447916667,11.93,-4.307,"low","air"
"358",358,4.06008816964286,11.55,-4.316,"low","air"
"359",359,2.40792113095238,11.81,-4.172,"low","air"
"360",360,2.14428720238095,9.73,-3.959,"low","air"
"361",361,2.18436569940476,10.29,-4.297,"low","air"
"362",362,3.04317708333333,11.06,-4.194,"low","air"
"363",363,2.22372507440476,12.27,-4.002,"low","air"
"364",364,2.67437016369048,12.75,-4.179,"low","air"
"365",365,1.24457254464286,10.36,-5.645,"low","air"
"366",1,5.0300110654442,16.5,-4.589,"high","air"
"367",2,5.29112540064103,16.48,-4.642,"high","air"
"368",3,6.17606530448718,16.12,-3.959,"high","air"
"369",4,6.14113261217949,16.23,-3.263,"high","air"
"370",5,5.56165104166667,17.02,-5.308,"high","air"
"371",6,5.79622836538462,18.26,-3.571,"high","air"
"372",7,6.86261017628205,18.67,-1.586,"high","air"
"373",8,6.96074288006418,17.81,-3.026,"high","air"
"374",9,4.77200240384615,17.86,-3.999,"high","air"
"375",10,5.0516530448718,18.73,-5.279,"high","air"
"376",11,4.37292988782051,18.13,-4.981,"high","air"
"377",12,4.70203725961538,18.13,-6.476,"high","air"
"378",13,8.14252684294872,23.17,-1.717,"high","air"
"379",14,8.68487139423077,22.22,-1.021,"high","air"
"380",15,8.7317516025641,21.47,-6.326,"high","air"
"381",16,9.11583934294872,21.29,-6.414,"high","air"
"382",17,8.58521274038462,19.8,-5.867,"high","air"
"383",18,7.06845713141026,18.43,-2.394,"high","air"
"384",19,6.00085737179487,17.37,-2.321,"high","air"
"385",20,7.29664302884615,17.53,-2.459,"high","air"
"386",21,7.09705488782051,17.93,-2.505,"high","air"
"387",22,6.44135817307692,18.43,-2.583,"high","air"
"388",23,5.94904006410256,17.15,-2.644,"high","air"
"389",24,6.32242748397436,21.4,-2.769,"high","air"
"390",25,7.29629487179487,21.2,-2.662,"high","air"
"391",26,6.62967908653846,17.78,-4.232,"high","air"
"392",27,6.80098036858974,15.52,-3.451,"high","air"
"393",28,8.6892063301282,19.02,-2.529,"high","air"
"394",29,8.03279206730769,18.05,-1.602,"high","air"
"395",30,7.27959294871795,17.34,-1.741,"high","air"
"396",31,7.47774038461538,19.79,-3.615,"high","air"
"397",32,7.0065452724359,16.88,-3.784,"high","air"
"398",33,7.38253685897436,19.31,-2.779,"high","air"
"399",34,7.41235096153846,18.21,-2.919,"high","air"
"400",35,7.86311858974359,20.31,-2.975,"high","air"
"401",36,6.43920873397436,15.52,-1.89,"high","air"
"402",37,6.75960897435897,17.21,-0.906,"high","air"
"403",38,6.66905208333333,19.88,-3.793,"high","air"
"404",39,6.91209054487179,20.96,-3.933,"high","air"
"405",40,7.42429246794872,18.38,-5.938,"high","air"
"406",41,7.03246113782051,16.09,-6.007,"high","air"
"407",42,7.32879407051282,16.85,-2.457,"high","air"
"408",43,6.94247395833333,16.47,-3.276,"high","air"
"409",44,7.38622075320513,16.12,-4.642,"high","air"
"410",45,6.98930729166667,18.63,-3.413,"high","air"
"411",46,7.72394871794872,18.84,-4.856,"high","air"
"412",47,7.32953645833333,19.19,-3.634,"high","air"
"413",48,5.61108613782051,16.73,-3.411,"high","air"
"414",49,2.54702323717949,16.82,-5.573,"high","air"
"415",50,1.56941306089744,17.21,-6.604,"high","air"
"416",51,3.28083133012821,16.78,-7.304,"high","air"
"417",52,4.41971514423077,16.34,-4.466,"high","air"
"418",53,4.00200560897436,14.86,-6.614,"high","air"
"419",54,3.53716145833333,15.49,-7.585,"high","air"
"420",55,4.98872596153846,16.85,-4.467,"high","air"
"421",56,3.44820753205128,16.01,-7.65,"high","air"
"422",57,2.54297596153846,13.37,-7.889,"high","air"
"423",58,2.04496233974359,11.8,-4.948,"high","air"
"424",59,2.81921915064103,11.73,-4.095,"high","air"
"425",60,4.48139412238325,15.43,-4.187,"high","air"
"426",61,3.95881610576923,12.61,-5.286,"high","air"
"427",62,4.26559455128205,12.63,-4.403,"high","air"
"428",63,5.09822756410256,17.16,-3.69,"high","air"
"429",64,4.53894551282051,16.93,-4.926,"high","air"
"430",65,4.93795953525641,16.73,-3.396,"high","air"
"431",66,3.7505641025641,19.93,-4.99,"high","air"
"432",67,5.49744230769231,18.58,-5.188,"high","air"
"433",68,6.91432491987179,21.52,-6.824,"high","air"
"434",69,7.12383613782051,16.15,-5.119,"high","air"
"435",70,7.04323838141026,16.59,-1.254,"high","air"
"436",71,7.23869751602564,17.47,-2.976,"high","air"
"437",72,7.24048116987179,19.02,-4.621,"high","air"
"438",73,7.18128245192308,18.99,-2.941,"high","air"
"439",74,6.22222956730769,19.6,-2.407,"high","air"
"440",75,5.58277724358974,17.06,-2.64,"high","air"
"441",76,5.33964623397436,17.01,-3.742,"high","air"
"442",77,6.44625200320513,19.02,-4.343,"high","air"
"443",78,6.68071233974359,21.21,-6.456,"high","air"
"444",79,5.53943269230769,15.64,-6.466,"high","air"
"445",80,5.02106450320513,15.96,-3.043,"high","air"
"446",81,3.36805608974359,16.45,-5.256,"high","air"
"447",82,3.31639463141026,17.95,-6.075,"high","air"
"448",83,4.25779086538462,17.97,-5.809,"high","air"
"449",84,3.7362672275641,15.85,-3.046,"high","air"
"450",85,4.87647876602564,20.88,-4.468,"high","air"
"451",86,5.39376762820513,17.3,-4.461,"high","air"
"452",87,7.13797676282051,20.86,-1.981,"high","air"
"453",88,7.48065264423077,22.25,-3.108,"high","air"
"454",89,7.60175681089744,21.77,-2.698,"high","air"
"455",90,7.48399158653846,22.76,-4.688,"high","air"
"456",91,7.03483333333333,20.48,-2.638,"high","air"
"457",92,6.29469551282051,18.61,-3.181,"high","air"
"458",93,7.80950600961538,17.45,-4.505,"high","air"
"459",94,6.7648313301282,18.16,-3.713,"high","air"
"460",95,4.83544431089744,14.78,-4.493,"high","air"
"461",96,5.45036498397436,21.44,-5.063,"high","air"
"462",97,5.51895953525641,25.96,-4.382,"high","air"
"463",98,5.58614022435897,21.79,-4.417,"high","air"
"464",99,8.13190905448718,20.52,-0.98,"high","air"
"465",100,7.39388862179487,21.73,-1.57,"high","air"
"466",101,5.90784334935897,20.97,-1.954,"high","air"
"467",102,6.64658653846154,18.53,-3.043,"high","air"
"468",103,4.96627644230769,19.87,-3.823,"high","air"
"469",104,4.13302804487179,22.14,-5.597,"high","air"
"470",105,4.71616666666667,18.08,-4.3,"high","air"
"471",106,7.07380568910256,19.79,-2.59,"high","air"
"472",107,8.85927123397436,21.19,-2.318,"high","air"
"473",108,10.3622047275641,22.19,0.303,"high","air"
"474",109,10.3591971153846,23.85,1.231,"high","air"
"475",110,11.364047275641,25.89,-0.723,"high","air"
"476",111,11.9014206730769,26.79,-2.041,"high","air"
"477",112,10.7442640224359,24.18,-0.781,"high","air"
"478",113,9.56185336538462,23.38,-0.172,"high","air"
"479",114,8.05919110576923,21.81,-1.16,"high","air"
"480",115,7.16023197115385,21.21,-1.812,"high","air"
"481",116,7.37567708333333,21.46,-2.218,"high","air"
"482",117,7.54798677884615,23.03,-2.594,"high","air"
"483",118,7.12721955128205,22.73,-2.867,"high","air"
"484",119,9.74099759615385,23.38,-2.762,"high","air"
"485",120,11.6714206730769,24.48,-2.165,"high","air"
"486",121,13.5558882211538,23.42,3.059,"high","air"
"487",122,14.006375400641,25.09,2.989,"high","air"
"488",123,13.6783213141026,26.87,3.23,"high","air"
"489",124,12.9715060096154,24.66,1.338,"high","air"
"490",125,9.23614783653846,21.03,-1.619,"high","air"
"491",126,8.4647047275641,17.84,-0.828,"high","air"
"492",127,10.0149511217949,20.44,1.27,"high","air"
"493",128,11.1867211538462,23.06,-0.69,"high","air"
"494",129,11.8443317307692,24.77,0.245,"high","air"
"495",130,12.4221854967949,23.33,-1.947,"high","air"
"496",131,11.4306530448718,24.99,-1.641,"high","air"
"497",132,11.8816550480769,24.59,-0.595,"high","air"
"498",133,12.9166061698718,25.71,-0.781,"high","air"
"499",134,12.0643850160256,25.58,-0.291,"high","air"
"500",135,9.72830288461538,22.97,-2.36,"high","air"
"501",136,9.42602203525641,28.98,-0.975,"high","air"
"502",137,10.7845396634615,29.33,0.405,"high","air"
"503",138,11.4483657852564,25.23,0.983,"high","air"
"504",139,12.8096582532051,25.74,0.856,"high","air"
"505",140,12.9214451121795,25.37,-0.256,"high","air"
"506",141,12.0258986378205,24.3,-2.15,"high","air"
