"","julian","mean","max","min","elevation","micro"
"79",79,7.64159555016181,14.3931,2.5532,"low","soil"
"80",80,7.64804915123457,13.568,2.0041,"low","soil"
"81",81,7.75921304012346,15.65,1.9116,"low","soil"
"82",82,8.08359853395062,14.9223,2.1744,"low","soil"
"83",83,7.25113451737452,15.6683,1.7704,"low","soil"
"84",84,6.63110509259259,16.2564,1.4728,"low","soil"
"85",85,6.32666651234568,14.7314,1.245,"low","soil"
"86",86,6.83597546296296,15.4298,1.204,"low","soil"
"87",87,6.99153526234568,16.2507,0.8822,"low","soil"
"88",88,7.44590787037037,16.6723,1.2714,"low","soil"
"89",89,8.10270131274131,17.3226,1.6457,"low","soil"
"90",90,8.53819852140078,18.1866,1.3588,"low","soil"
"91",91,8.33409382716049,19.0051,1.4853,"low","soil"
"92",92,7.89144645061728,19.7713,1.1854,"low","soil"
"93",93,7.50697160493827,16.2967,1.3404,"low","soil"
"94",94,6.89636990740741,13.4811,2.569,"low","soil"
"95",95,7.38898680555556,14.1893,2.073,"low","soil"
"96",96,7.86159050925926,14.9612,1.831,"low","soil"
"97",97,8.65530950540958,14.8851,2.236,"low","soil"
"98",98,9.67931820987654,15.1908,3.6778,"low","soil"
"99",99,9.72193202160494,16.2217,5.2868,"low","soil"
"100",100,9.77808063271605,16.5238,3.974,"low","soil"
"101",101,10.1962491512346,17.5559,3.3885,"low","soil"
"102",102,10.6455320216049,18.3062,4.443,"low","soil"
"103",103,10.4129537451737,17.3184,4.029,"low","soil"
"104",104,10.1334186728395,17.0348,4.2671,"low","soil"
"105",105,10.0842351851852,16.9229,3.6619,"low","soil"
"106",106,9.16397353395062,17.3006,3.2635,"low","soil"
"107",107,8.21467399691358,16.9212,2.7344,"low","soil"
"108",108,8.22889899691358,17.6841,2.272,"low","soil"
"109",109,8.363375,17.9132,1.767,"low","soil"
"110",110,8.27267891891892,15.2974,1.422,"low","soil"
"111",111,9.20075486111111,18.0149,1.424,"low","soil"
"112",112,10.0827553240741,19.8679,2.5383,"low","soil"
"113",113,10.235586882716,20.5109,-1.8239,"low","soil"
"114",114,10.5201117283951,21.7273,2.1383,"low","soil"
"115",115,10.5545259259259,21.1458,1.5082,"low","soil"
"116",116,10.8836355984556,18.8822,4.3177,"low","soil"
"117",117,10.8643733796296,20.5791,5.972,"low","soil"
"118",118,11.3481874806801,20.5201,6.372,"low","soil"
"119",119,11.3761915123457,20.1364,5.7596,"low","soil"
"120",120,10.5775949074074,19.3029,4.8697,"low","soil"
"121",121,10.056856095679,20.7219,3.9278,"low","soil"
"122",122,10.1873920524691,21.2555,3.4263,"low","soil"
"123",123,10.8782193050193,19.4915,3.2979,"low","soil"
"124",124,12.4144778549383,22.023,4.3334,"low","soil"
"125",125,13.4119762162162,24.0377,6.2058,"low","soil"
"126",126,14.2512243055556,22.3717,6.7699,"low","soil"
"127",127,14.3807104166667,20.58,7.8993,"low","soil"
"128",128,13.0070824074074,21.8191,8.2118,"low","soil"
"129",129,12.7067524839744,21.2638,7.12,"low","soil"
"130",130,12.6603958333333,21.373,6.6298,"low","soil"
"131",131,12.3545945945946,23.0459,5.8207,"low","soil"
"132",132,11.7983395833333,20.65,5.0407,"low","soil"
"133",133,12.3472976851852,20.7,4.7554,"low","soil"
"134",134,12.9423346450617,20.7869,3.8134,"low","soil"
"135",135,13.4410368827161,21.41,6.5122,"low","soil"
"136",136,13.9701824074074,22.178,7.1014,"low","soil"
"137",137,14.4612847993827,22.92,8.8144,"low","soil"
"138",138,13.8677315057915,24.89,8.0574,"low","soil"
"139",139,13.4967548611111,22.08,6.617,"low","soil"
"140",140,13.5068590277778,23.31,5.2191,"low","soil"
"141",141,13.6042424382716,20.8396,4.3343,"low","soil"
"142",142,14.9042456790123,22.7487,4.2398,"low","soil"
"143",143,15.2716765432099,22.3802,6.9967,"low","soil"
"144",144,14.9269906635802,22.4022,7.959,"low","soil"
"145",145,15.2277291891892,23.5307,8.8489,"low","soil"
"146",146,15.5503194594595,23.0312,10.3486,"low","soil"
"147",147,16.4926902777778,23.9437,11.2,"low","soil"
"148",148,17.0018528549383,24.2986,9.6789,"low","soil"
"149",149,17.3101624228395,23.7601,11.4026,"low","soil"
"150",150,17.5078395833333,23.5842,12.3108,"low","soil"
"151",151,18.2490392277992,25.0205,12.1609,"low","soil"
"152",152,18.7103375,24.3569,14.374,"low","soil"
"153",153,18.8081090277778,25.0657,13.05,"low","soil"
"154",154,19.0535199845679,25.8917,12.3,"low","soil"
"155",155,19.7547506172839,25.1188,12.39,"low","soil"
"156",156,19.88609375,26.4071,13.56,"low","soil"
"157",157,20.2365587962963,26.9236,12.5592,"low","soil"
"158",158,20.3968091049383,27.7471,14.8477,"low","soil"
"159",159,19.7756686728395,25.7526,12.53,"low","soil"
"160",160,20.1758955246914,28.4882,12.5206,"low","soil"
"161",161,20.9468525868726,29.3155,13.53,"low","soil"
"162",162,20.7907852509652,28.7592,13.98,"low","soil"
"163",163,20.4019497685185,28.4315,13.34,"low","soil"
"164",164,20.7514858024691,27.6684,13.2439,"low","soil"
"165",165,20.7347317901235,28.2312,12.7585,"low","soil"
"166",166,20.9783218532819,29.4076,12.6256,"low","soil"
"167",167,21.4392581790123,26.8546,13.43,"low","soil"
"168",168,21.9752965277778,27.7786,14.85,"low","soil"
"169",169,22.7184426697531,30.3093,15.03,"low","soil"
"170",170,23.528225462963,31.9998,16.0504,"low","soil"
"171",171,23.5603726080247,32.9423,16.1111,"low","soil"
"172",172,23.3697374228395,30.4151,15.32,"low","soil"
"173",173,23.6864242283951,31.4687,15.9,"low","soil"
"174",174,23.4319614197531,31.4914,17.5744,"low","soil"
"175",175,23.3439322530864,33.3484,17.0275,"low","soil"
"176",176,23.7258712962963,33.0816,18.6582,"low","soil"
"177",177,24.1694546296296,32.5595,18,"low","soil"
"178",178,24.5937636574074,32.2913,16.82,"low","soil"
"179",179,25.1236313271605,31.7464,17.3928,"low","soil"
"180",180,24.7254125096525,30.626,19.0856,"low","soil"
"181",181,24.4422841049383,31.0675,20.2381,"low","soil"
"182",182,24.3535872685185,28.7552,19.1882,"low","soil"
"183",183,24.4151235339506,30.3401,20.0257,"low","soil"
"184",184,24.5858596450617,31.9078,19.4232,"low","soil"
"185",185,24.0716991512346,31.2387,19.1813,"low","soil"
"186",186,23.5821826388889,30.6049,16.2921,"low","soil"
"187",187,23.8548458687259,31.5292,17.42,"low","soil"
"188",188,23.5174492283951,29.7332,17.6372,"low","soil"
"189",189,23.0786325617284,31.1815,15.7238,"low","soil"
"190",190,23.3916776833977,30.19,15.1678,"low","soil"
"191",191,23.6459027777778,31.7263,17.0661,"low","soil"
"192",192,24.2336987654321,31.6575,17.1937,"low","soil"
"193",193,23.733937345679,31.5224,17.9098,"low","soil"
"194",194,23.9506926697531,32.3375,19.0365,"low","soil"
"195",195,24.2329476851852,31.8094,18.1,"low","soil"
"196",196,24.6376779320988,31.8216,18.5274,"low","soil"
"197",197,24.748481712963,31.6215,18.1625,"low","soil"
"198",198,25.0967905864198,31.2867,17.8907,"low","soil"
"199",199,25.3263654320988,31.182,18.8698,"low","soil"
"200",200,25.1186156635802,32.2243,18.7781,"low","soil"
"201",201,24.994912191358,30.4101,18.1809,"low","soil"
"202",202,24.7785454475309,31.4137,20.01,"low","soil"
"203",203,25.4659337962963,31.791,17.94,"low","soil"
"204",204,26.0730557098765,32.1094,18.95,"low","soil"
"205",205,26.3711328703704,32.1465,20.65,"low","soil"
"206",206,26.0750178516229,32.3067,20.02,"low","soil"
"207",207,25.0879702932099,32.8958,19.0827,"low","soil"
"208",208,24.5521871814672,30.4068,18.6618,"low","soil"
"209",209,23.9751696525097,29.8774,19.28,"low","soil"
"210",210,23.645443441358,31.4391,17.9146,"low","soil"
"211",211,23.5020655092593,32.8925,16.25,"low","soil"
"212",212,23.8761618055556,32.8143,14.45,"low","soil"
"213",213,24.0639287037037,29.9566,15.67,"low","soil"
"214",214,23.9954414351852,29.33,16.7499,"low","soil"
"215",215,23.8456871042471,30.2407,18.7272,"low","soil"
"216",216,23.9571587962963,31.16,17.2912,"low","soil"
"217",217,24.1740330246914,31.3465,18.4574,"low","soil"
"218",218,23.8048567901235,32.3202,17.4338,"low","soil"
"219",219,23.2353977623457,32.9639,17.2038,"low","soil"
"220",220,23.6710378858025,32.8325,16.0139,"low","soil"
"221",221,24.1866655092593,32.9295,16.5366,"low","soil"
"222",222,24.1558609204368,31.3654,17.119,"low","soil"
"223",223,24.1796007716049,30.5675,16.7387,"low","soil"
"224",224,24.4825283179012,32.0251,17.5393,"low","soil"
"225",225,24.3812719907407,31.9603,17.4016,"low","soil"
"226",226,23.9392050925926,30.2,15.9697,"low","soil"
"227",227,23.6688689814815,30.52,17.9358,"low","soil"
"228",228,23.5361672067901,28.88,17.9662,"low","soil"
"229",229,23.2372095752896,29.67,17.1405,"low","soil"
"230",230,23.4981785493827,31.835,17.5381,"low","soil"
"231",231,23.4446593364198,28.8976,17.67,"low","soil"
"232",232,23.5433175154321,29.4021,16.45,"low","soil"
"233",233,23.6665172067901,29.35,17.57,"low","soil"
"234",234,23.7171445987654,30.68,17.4,"low","soil"
"235",235,23.7404558641975,30.1411,18.3954,"low","soil"
"236",236,23.0265346718147,28.7185,16.3326,"low","soil"
"237",237,23.1884228571429,31.1592,17.9651,"low","soil"
"238",238,23.2693167438272,31.191,15.79,"low","soil"
"239",239,23.4747692901235,30.7607,16.52,"low","soil"
"240",240,23.4851328703704,30.1295,16.19,"low","soil"
"241",241,23.4600270061728,30.0383,14.8902,"low","soil"
"242",242,23.3078929783951,28.3508,14.4157,"low","soil"
"243",243,22.8328707335907,30.3485,12.74,"low","soil"
"244",244,22.4178776833977,29.0294,11.91,"low","soil"
"245",245,22.9418618055556,28.6372,15.0961,"low","soil"
"246",246,23.173687808642,28.7606,16.848,"low","soil"
"247",247,22.9826346450617,28.7726,16.16,"low","soil"
"248",248,22.6726098005204,29.5557,15.85,"low","soil"
"249",249,22.5140276909722,29.6208,14.312,"low","soil"
"250",250,21.8674348958333,30.4646,15.1221,"low","soil"
"251",251,21.5432051259774,28.5096,14.9625,"low","soil"
"252",252,21.2908962673611,27.2306,15.084,"low","soil"
"253",253,21.0332638888889,27.27,15.7214,"low","soil"
"254",254,20.7533806423611,28.2289,13.6074,"low","soil"
"255",255,19.6045014756944,27.4337,10.732,"low","soil"
"256",256,19.4247960116732,27.5141,9.1666,"low","soil"
"257",257,19.1586495421245,26.9329,12.048,"low","soil"
"258",258,18.9934222415291,27.713,13.2823,"low","soil"
"259",259,19.3015875,27.9623,12.7248,"low","soil"
"260",260,19.5924828125,28.0626,13.25,"low","soil"
"261",261,19.5007453125,25.58,13.23,"low","soil"
"262",262,19.5956389725421,27.1237,14.3131,"low","soil"
"263",263,20.060144047619,27.6727,13.8502,"low","soil"
"264",264,19.8733141651032,27.2018,14.3193,"low","soil"
"265",265,18.7203134665508,24.26,12.54,"low","soil"
"266",266,18.3930621527778,24.94,12.0491,"low","soil"
"267",267,18.8544337673611,25.93,10.3295,"low","soil"
"268",268,19.1664540798611,25.96,11.7672,"low","soil"
"269",269,19.3722393229167,26.6661,11.681,"low","soil"
"270",270,19.5462940972222,27.1291,12.0952,"low","soil"
"271",271,18.9091545612511,27.5687,9.3318,"low","soil"
"272",272,18.7032791666667,27.2287,10.2236,"low","soil"
"273",273,18.2704743923611,26.1532,12.6184,"low","soil"
"274",274,17.7685915798611,25.9717,12.1285,"low","soil"
"275",275,17.5852776909722,24.3067,10.7448,"low","soil"
"276",276,17.2868368055556,23.3416,10.9083,"low","soil"
"277",277,16.5386872395833,22.2543,9.4227,"low","soil"
"278",278,15.7562488271069,24.4047,7.4552,"low","soil"
"279",279,14.7439126736111,21.4783,7.8576,"low","soil"
"280",280,14.2754927951389,21.9371,7.8117,"low","soil"
"281",281,13.8918641493056,20.37,6.3716,"low","soil"
"282",282,13.5442477430556,20.27,6.7463,"low","soil"
"283",283,12.9919860243056,21.11,6.1942,"low","soil"
"284",284,12.9176442708333,21.26,4.9171,"low","soil"
"285",285,13.0441288444831,20.7,4.2193,"low","soil"
"286",286,12.6617239583333,21.05,6.3616,"low","soil"
"287",287,12.7156899305556,20.96,5.7361,"low","soil"
"288",288,12.8760391493056,19.88,7.5269,"low","soil"
"289",289,13.2767059027778,19.0383,6.006,"low","soil"
"290",290,13.2621668402778,19.4,7.0252,"low","soil"
"291",291,13.0406145833333,18.71,6.9132,"low","soil"
"292",292,12.6548528236316,17.89,5.1977,"low","soil"
"293",293,12.2766467881944,17.7433,6.5954,"low","soil"
"294",294,11.6935325704225,17.7561,5.2555,"low","soil"
"295",295,11.5507635416667,16.7469,5.5464,"low","soil"
"296",296,11.7428386284722,17.5891,6.4549,"low","soil"
"297",297,11.8685842881944,17.7392,6.3986,"low","soil"
"298",298,11.4508946380697,17.2117,5.674,"low","soil"
"299",299,10.135083753258,16.9836,4.1611,"low","soil"
"300",300,9.3055787141616,16.82,5.2882,"low","soil"
"301",301,8.21465859375,16.97,4.1538,"low","soil"
"302",302,8.13887760416667,15.94,3.5175,"low","soil"
"303",303,8.6533328125,17.46,3.1269,"low","soil"
"304",304,8.70202135416667,16.51,2.8511,"low","soil"
"305",305,8.93545920138889,17.42,2.8664,"low","soil"
"306",306,8.80408602430555,15.8407,3.1701,"low","soil"
"307",307,8.77512493483927,15.8398,3.989,"low","soil"
"308",308,8.00791587301587,15.2962,3.6989,"low","soil"
"309",309,7.83098194444444,14.9082,3.17,"low","soil"
"310",310,7.9062987792472,15.3714,2.6829,"low","soil"
"311",311,8.0589680781759,13.9647,2.8067,"low","soil"
"312",312,8.19115032258065,14.3146,3.359,"low","soil"
"313",313,7.95752874617737,14.0403,2.7086,"low","soil"
"314",314,7.38128416243655,14.3293,2.4919,"low","soil"
"315",315,7.1259064484127,14.621,3.2765,"low","soil"
"316",316,6.96436356916579,13.3548,3.4132,"low","soil"
"317",317,6.4974428125,13.5973,2.2065,"low","soil"
"318",318,6.34040714285714,12.9151,2.5783,"low","soil"
"319",319,5.99094419066534,13.0584,2.464,"low","soil"
"320",320,5.5746873015873,14.3119,2.2516,"low","soil"
"321",321,5.53053511904762,15.0278,2.1138,"low","soil"
"322",322,5.54669017857143,12.047,2.463,"low","soil"
"323",323,5.37237926587302,8.0714,2.6259,"low","soil"
"324",324,5.07323869047619,9.4036,2.3509,"low","soil"
"325",325,4.87207291666667,10.1314,2.4211,"low","soil"
"326",326,4.82929027777778,9.5176,2.3125,"low","soil"
"327",327,4.46523823237339,7.8497,0.9345,"low","soil"
"328",328,3.79357996031746,7.7566,0.8924,"low","soil"
"329",329,3.53674117063492,7.1312,-1.4261,"low","soil"
"330",330,3.49633898809524,7.5733,-0.6867,"low","soil"
"331",331,3.55726676587302,6.8971,0.2643,"low","soil"
"332",332,3.41188442460317,5.8091,0.9655,"low","soil"
"333",333,3.22098541666667,6.6105,0.459,"low","soil"
"334",334,2.99276941410129,7.4519,-1.5979,"low","soil"
"335",335,2.94784424603175,6.765,0.0537,"low","soil"
"336",336,3.13956279761905,8.0921,0.6104,"low","soil"
"337",337,3.32502599206349,7.9675,0.4546,"low","soil"
"338",338,3.12137113095238,8.3434,0.0881,"low","soil"
"339",339,2.36102043650794,6.0571,-0.2845,"low","soil"
"340",340,2.46094132917965,9.1955,0.4265,"low","soil"
"341",341,2.14938785340314,7.2788,0.2136,"low","soil"
"342",342,2.2366361,6.6685,0.2496,"low","soil"
"343",343,2.43239890873016,6.7342,0.8649,"low","soil"
"344",344,2.32878571428571,6.2178,0.7261,"low","soil"
"345",345,1.73763650793651,5.9923,0.2234,"low","soil"
"346",346,1.49055396825397,4.6203,-0.2713,"low","soil"
"347",347,1.78382579365079,5.0613,0.3955,"low","soil"
"348",348,1.88759006951341,6.6639,0.4827,"low","soil"
"349",349,1.74914027777778,6.0221,0.5234,"low","soil"
"350",350,1.71287569444444,4.7018,0.5028,"low","soil"
"351",351,1.70438303571429,4.0096,0.6177,"low","soil"
"352",352,1.7785174929841,6.4214,0.4126,"low","soil"
"353",353,1.69487300347222,5.0949,0.3936,"low","soil"
"354",354,1.71436753472222,5.4642,0.6209,"low","soil"
"355",355,1.37051284722222,4.1911,0.3268,"low","soil"
"356",356,1.35001631944444,3.5454,0.1238,"low","soil"
"357",357,1.22042916666667,3.8023,0.1123,"low","soil"
"358",358,1.19681354166667,3.4278,0.3585,"low","soil"
"359",359,0.921105381944444,2.7876,-0.697,"low","soil"
"360",360,0.899570052083333,2.7094,-0.8013,"low","soil"
"361",361,0.962299739583333,3.9121,-0.0102,"low","soil"
"362",362,0.962481684027778,3.1932,-0.0173,"low","soil"
"363",363,0.883246788194444,3.2465,-0.0701,"low","soil"
"364",364,0.676696354166667,1.6729,-0.0469,"low","soil"
"365",365,0.677611892361111,2.9918,-0.2879,"low","soil"
"366",1,-9.27165833333333,-6.6072,-14.113,"high","soil"
"367",2,-9.05313602430556,-5.8708,-14.117,"high","soil"
"368",3,-8.33778142361111,-5.3543,-11.946,"high","soil"
"369",4,-8.14054487847222,-4.6682,-11.031,"high","soil"
"370",5,-7.65240789930556,-3.9623,-11.241,"high","soil"
"371",6,-7.19745407986111,-4.2112,-10.585,"high","soil"
"372",7,-7.41765460069444,-5.154,-10.878,"high","soil"
"373",8,-7.32906597222222,-5.0687,-11.592,"high","soil"
"374",9,-6.81251866319444,-4.4269,-10.761,"high","soil"
"375",10,-6.75329991319444,-4.5139,-10.189,"high","soil"
"376",11,-7.69913975694444,-4.9663,-12.01,"high","soil"
"377",12,-8.19457005208333,-5.462,-12.01,"high","soil"
"378",13,-8.03585399305556,-5.272,-11.63,"high","soil"
"379",14,-7.95666666666667,-5.334,-12.12,"high","soil"
"380",15,-8.03253020833333,-5.588,-12.64,"high","soil"
"381",16,-7.70545364583333,-5.142,-10.816,"high","soil"
"382",17,-7.21210390625,-5.142,-10.747,"high","soil"
"383",18,-7.27403145091225,-5.2558,-9.927,"high","soil"
"384",19,-6.96501545138889,-4.745,-8.788,"high","soil"
"385",20,-7.06268463541667,-4.3638,-9.6914,"high","soil"
"386",21,-7.51791189236111,-4.672,-10.128,"high","soil"
"387",22,-7.45284878472222,-5.5267,-9.8008,"high","soil"
"388",23,-7.75900842013889,-5.75,-10.75,"high","soil"
"389",24,-7.84118315972222,-5.55,-10.823,"high","soil"
"390",25,-8.04794800347222,-5.55,-10.823,"high","soil"
"391",26,-8.00772083333333,-4.397,-11.424,"high","soil"
"392",27,-7.72782907986111,-3.957,-11.997,"high","soil"
"393",28,-7.48220416666667,-4.33,-10.741,"high","soil"
"394",29,-7.34869800347222,-4.585,-9.523,"high","soil"
"395",30,-7.23860295138889,-4.394,-8.77,"high","soil"
"396",31,-7.17520572916667,-4.64,-8.58,"high","soil"
"397",32,-7.50025442708333,-4.919,-9.9646,"high","soil"
"398",33,-7.85656987847222,-6.154,-11.57,"high","soil"
"399",34,-7.59795824652778,-5.984,-11.79,"high","soil"
"400",35,-7.64584661458333,-5.662,-10.809,"high","soil"
"401",36,-7.60875737847222,-5.407,-11.087,"high","soil"
"402",37,-7.28105060763889,-5.158,-10.747,"high","soil"
"403",38,-7.25035121527778,-4.584,-9.6947,"high","soil"
"404",39,-7.12510520833333,-4.394,-9.32,"high","soil"
"405",40,-7.12621319444444,-3.698,-10.739,"high","soil"
"406",41,-7.33737821180556,-3.385,-12.22,"high","soil"
"407",42,-7.2621265625,-3.448,-11.8,"high","soil"
"408",43,-7.30869626736111,-3.846,-10.829,"high","soil"
"409",44,-6.83108038194444,-4.013,-9.8049,"high","soil"
"410",45,-6.98547057291667,-3.763,-9.6505,"high","soil"
"411",46,-7.23709322916667,-3.886,-10.824,"high","soil"
"412",47,-7.21929878472222,-4.495,-10.622,"high","soil"
"413",48,-7.11201744791667,-4.132,-9.8689,"high","soil"
"414",49,-6.96504973958333,-3.57,-9.38,"high","soil"
"415",50,-6.68914088541667,-3.316,-9.93,"high","soil"
"416",51,-6.55777673611111,-3.404,-9.2371,"high","soil"
"417",52,-7.00837647569444,-4.014,-9.6917,"high","soil"
"418",53,-7.14772491319444,-4.14,-10.443,"high","soil"
"419",54,-7.22439939236111,-4.418,-10.005,"high","soil"
"420",55,-7.79978819444444,-5.253,-10.049,"high","soil"
"421",56,-8.10311085069444,-5.71,-10.252,"high","soil"
"422",57,-8.10919175347222,-4.581,-11.108,"high","soil"
"423",58,-7.89900819529207,-4.458,-10.961,"high","soil"
"424",59,-7.50815373263889,-4.577,-10.68,"high","soil"
"425",60,-7.493234375,-5.278,-10.284,"high","soil"
"426",61,-7.26624001736111,-5.3576,-10.879,"high","soil"
"427",62,-6.86442170138889,-4.9429,-10.129,"high","soil"
"428",63,-6.92636727430556,-4.0229,-10.734,"high","soil"
"429",64,-7.11885026041667,-4.4656,-10.136,"high","soil"
"430",65,-6.76179435763889,-3.896,-9.874,"high","soil"
"431",66,-6.15542855902778,-2.8291,-11.255,"high","soil"
"432",67,-5.55193133680556,-2.8293,-10.408,"high","soil"
"433",68,-5.64287751736111,-3.434,-8.9242,"high","soil"
"434",69,-5.23738550347222,-2.0923,-8.4684,"high","soil"
"435",70,-4.92294947916667,-2.308,-6.89,"high","soil"
"436",71,-4.76844861111111,-1.805,-7.2799,"high","soil"
"437",72,-4.52736163194444,-1.805,-7.529,"high","soil"
"438",73,-4.22870572916667,-1.927,-6.8968,"high","soil"
"439",74,-3.88159418402778,-1.321,-6.297,"high","soil"
"440",75,-3.61411892361111,-0.935,-7.076,"high","soil"
"441",76,-3.4509046875,-0.694,-6.12,"high","soil"
"442",77,-3.53607586805556,-0.617,-6.63,"high","soil"
"443",78,-3.57609608506944,-0.55,-7.395,"high","soil"
"444",79,-3.85600644965278,-0.545,-7.8,"high","soil"
"445",80,-3.95497465277778,-0.462,-7.595,"high","soil"
"446",81,-3.66319609375,-0.435,-7.54,"high","soil"
"447",82,-3.37076467013889,-0.444,-6.362,"high","soil"
"448",83,-3.27254436631944,-0.466,-6.61,"high","soil"
"449",84,-3.60857212673611,-0.44674,-7.85,"high","soil"
"450",85,-3.555553359375,-0.30978,-8.35,"high","soil"
"451",86,-3.49269243055556,-0.24018,-6.83,"high","soil"
"452",87,-3.54348118055556,-0.23612,-6.38,"high","soil"
"453",88,-3.29485852430556,-0.20112,-6.433,"high","soil"
"454",89,-2.759774609375,-0.19617,-6.4715,"high","soil"
"455",90,-2.49776787326389,-0.20437,-6.1241,"high","soil"
"456",91,-2.52205993055556,0.05986,-5.281,"high","soil"
"457",92,-2.54307876736111,1.3913,-5.783,"high","soil"
"458",93,-2.59078052083333,0.48719,-6.3084,"high","soil"
"459",94,-2.72378618055556,-0.16322,-5.6745,"high","soil"
"460",95,-2.49939470486111,-0.14738,-5.6709,"high","soil"
"461",96,-2.08674509548611,-0.15368,-5.9472,"high","soil"
"462",97,-2.47206842881944,-0.18437,-6.6338,"high","soil"
"463",98,-2.27120237847222,-0.27064,-6.7029,"high","soil"
"464",99,-1.77944292534722,-0.332,-5.2316,"high","soil"
"465",100,-1.74372642361111,-0.405,-4.35,"high","soil"
