"","julian","mean","max","min","elevation","micro"
"159",159,14.2127083333333,16.35,11.58,"low","soil"
"160",160,14.5981597222222,17.03,11.84,"low","soil"
"161",161,15.0914930555556,17.54,12.52,"low","soil"
"162",162,15.0158680555556,17.48,12.52,"low","soil"
"163",163,14.5629166666667,17.49,11.76,"low","soil"
"164",164,14.4066666666667,17.3,10.7,"low","soil"
"165",165,14.4733333333333,17.17,10.67,"low","soil"
"166",166,14.4977777777778,17.17,11.19,"low","soil"
"167",167,14.5807638888889,17.2,12.02,"low","soil"
"168",168,14.5575347222222,16.93,12.64,"low","soil"
"169",169,14.5186458333333,16.65,12.35,"low","soil"
"170",170,14.7059722222222,16.79,12.26,"low","soil"
"171",171,14.8353819444444,17.03,12.61,"low","soil"
"172",172,14.9468055555556,16.83,12.63,"low","soil"
"173",173,15.1545833333333,16.96,12.76,"low","soil"
"174",174,15.3358680555556,17.11,13.1,"low","soil"
"175",175,15.4305902777778,17.41,13.59,"low","soil"
"176",176,15.3164236111111,17.22,13.59,"low","soil"
"177",177,15.3716319444444,17.31,13.53,"low","soil"
"178",178,15.5623611111111,17.71,13.24,"low","soil"
"179",179,15.5771875,18.09,12.99,"low","soil"
"180",180,15.7785416666667,18.18,12.99,"low","soil"
"181",181,16.079375,18.11,13.45,"low","soil"
"182",182,16.5085069444444,18.68,13.86,"low","soil"
"183",183,16.7715277777778,18.97,14,"low","soil"
"184",184,16.8669444444444,18.93,14.2,"low","soil"
"185",185,16.98125,19.2,14.53,"low","soil"
"186",186,17.2192013888889,19.42,15,"low","soil"
"187",187,17.3070486111111,19.76,14.94,"low","soil"
"188",188,17.28125,19.85,14.94,"low","soil"
"189",189,17.0882291666667,19.37,14.92,"low","soil"
"190",190,16.994375,19,14.68,"low","soil"
"191",191,17.0339236111111,19.28,14.73,"low","soil"
"192",192,16.9624652777778,19.37,14.75,"low","soil"
"193",193,16.9435763888889,19.29,14.69,"low","soil"
"194",194,16.8768055555556,19.08,13.99,"low","soil"
"195",195,16.9531944444444,19.4,14,"low","soil"
"196",196,17.1528125,19.85,14.11,"low","soil"
"197",197,17.2253125,19.83,14.56,"low","soil"
"198",198,17.1942708333333,19.93,14.94,"low","soil"
"199",199,17.1765972222222,20.18,15.14,"low","soil"
"200",200,16.9775,19.72,14.97,"low","soil"
"201",201,16.9403819444444,19.57,14.82,"low","soil"
"202",202,17.0215972222222,19.42,14.44,"low","soil"
"203",203,16.9997222222222,19.35,14.53,"low","soil"
"204",204,17.3262847222222,19.67,14.75,"low","soil"
"205",205,17.433125,19.7,14.9,"low","soil"
"206",206,17.4065625,19.44,14.79,"low","soil"
"207",207,17.3769097222222,19.54,15.08,"low","soil"
"208",208,17.3440972222222,19.68,15.27,"low","soil"
"209",209,17.5077083333333,20.02,15.53,"low","soil"
"210",210,17.579375,20.14,15.75,"low","soil"
"211",211,17.5175694444444,19.6,15.38,"low","soil"
"212",212,17.6298263888889,19.5,15.32,"low","soil"
"213",213,17.765,19.8,15.55,"low","soil"
"214",214,17.8995833333333,20.15,15.81,"low","soil"
"215",215,17.7847222222222,20.25,15.88,"low","soil"
"216",216,17.7318402777778,20.09,15.7,"low","soil"
"217",217,17.5517708333333,19.57,15.83,"low","soil"
"218",218,17.4009027777778,18.74,16.01,"low","soil"
"219",219,17.3625,19.09,15.6,"low","soil"
"220",220,17.2686458333333,18.95,15.1,"low","soil"
"221",221,17.1226041666667,19.28,14.84,"low","soil"
"222",222,17.0740277777778,19.65,14.63,"low","soil"
"223",223,17.0919097222222,19.64,14.49,"low","soil"
"224",224,17.0755208333333,19.47,14.43,"low","soil"
"225",225,17.1176041666667,19.52,14.42,"low","soil"
"226",226,17.1975347222222,19.73,14.56,"low","soil"
"227",227,17.2675,19.73,15.02,"low","soil"
"228",228,17.3480555555556,19.95,15.15,"low","soil"
"229",229,17.4111458333333,20.01,15.03,"low","soil"
"230",230,17.5269791666667,19.7,15.2,"low","soil"
"231",231,17.6480902777778,19.66,15.39,"low","soil"
"232",232,17.6705902777778,19.71,15.24,"low","soil"
"233",233,17.5734375,19.51,15.13,"low","soil"
"234",234,17.429375,19.26,15.22,"low","soil"
"235",235,17.3429513888889,19.04,15.45,"low","soil"
"236",236,17.1969097222222,18.74,15.45,"low","soil"
"237",237,17.0617708333333,18.65,15.31,"low","soil"
"238",238,17.0225347222222,18.8,15.14,"low","soil"
"239",239,16.9719791666667,18.96,14.79,"low","soil"
"240",240,16.9442013888889,19.12,14.68,"low","soil"
"241",241,16.9595138888889,19.17,14.57,"low","soil"
"242",242,17.0779166666667,19.29,14.59,"low","soil"
"243",243,17.1895138888889,19.06,14.78,"low","soil"
"244",244,17.1530555555556,18.6,15.09,"low","soil"
"245",245,17.0622569444444,18.29,15.09,"low","soil"
"246",246,16.9442013888889,18.52,14.89,"low","soil"
"247",247,16.9047916666667,18.77,14.69,"low","soil"
"248",248,16.8050694444444,18.84,14.47,"low","soil"
"249",249,16.6105555555556,18.8,13.76,"low","soil"
"250",250,16.3928472222222,18.72,12.91,"low","soil"
"251",251,16.3648263888889,18.6,13.09,"low","soil"
"252",252,16.4034027777778,18.47,13.42,"low","soil"
"253",253,16.5108680555556,18.36,13.61,"low","soil"
"254",254,16.6090277777778,18.49,13.93,"low","soil"
"255",255,16.7739583333333,18.56,14.27,"low","soil"
"256",256,16.8259722222222,18.37,14.73,"low","soil"
"257",257,16.7235416666667,18.43,14.41,"low","soil"
"258",258,16.4663194444444,18.59,13.56,"low","soil"
"259",259,16.2676736111111,18.92,12.34,"low","soil"
"260",260,16.1503472222222,19.12,12.22,"low","soil"
"261",261,15.849375,19.06,12.42,"low","soil"
"262",262,15.4894791666667,18.71,12.79,"low","soil"
"263",263,15.2959722222222,17.91,13.35,"low","soil"
"264",264,15.3090625,17.81,12.86,"low","soil"
"265",265,15.4122569444444,17.75,12.11,"low","soil"
"266",266,15.1266319444444,17.53,11.92,"low","soil"
"267",267,14.7982986111111,17.37,11.64,"low","soil"
"268",268,14.5001041666667,17.33,11.5,"low","soil"
"269",269,14.4679166666667,17.15,11.52,"low","soil"
"270",270,14.22125,17.2,11.68,"low","soil"
"271",271,13.9831944444444,17.35,10.96,"low","soil"
"272",272,13.9267361111111,17.1,11.07,"low","soil"
"273",273,14.0134375,16.84,11.47,"low","soil"
"274",274,14.0579861111111,16.51,11.84,"low","soil"
"275",275,14.0513541666667,16.31,12.03,"low","soil"
"276",276,13.8676736111111,16.57,11.81,"low","soil"
"277",277,13.5365277777778,16.85,10.86,"low","soil"
"278",278,13.1364236111111,16.89,10.03,"low","soil"
"279",279,12.9140625,16.68,9.85,"low","soil"
"280",280,12.8209027777778,16.2,9.83,"low","soil"
"281",281,12.8071180555556,16.16,9.87,"low","soil"
"282",282,12.7582638888889,15.84,10.1,"low","soil"
"283",283,12.8201041666667,15.5,10.4,"low","soil"
"284",284,12.5321875,15.46,9.93,"low","soil"
"285",285,12.4298263888889,15.7,9.71,"low","soil"
"286",286,12.3476736111111,15.66,9.78,"low","soil"
"287",287,12.2263541666667,15.95,9.21,"low","soil"
"288",288,12.1369791666667,16.18,8.95,"low","soil"
"289",289,12.1302430555556,16.11,9,"low","soil"
"290",290,12.2787152777778,16.06,9.33,"low","soil"
"291",291,12.4363541666667,16.02,9.74,"low","soil"
"292",292,12.4038461538462,15.64,10.02,"low","soil"
"293",293,12.2439179104478,14.66,10.25,"low","soil"
"294",294,12.0963194444444,14.64,10.25,"low","soil"
"295",295,11.7761458333333,14.34,9.34,"low","soil"
"296",296,11.6920138888889,13.96,9.15,"low","soil"
"297",297,11.6990277777778,13.34,9.57,"low","soil"
"298",298,11.7550191570881,13.28,10.4,"low","soil"
"299",299,11.7921348314607,13.52,9.52,"low","soil"
"300",300,11.4595,13.79,9.13,"low","soil"
"301",301,11.3129850746269,13.25,9.22,"low","soil"
"302",302,11.2637256944444,13.22,7.759,"low","soil"
"303",303,10.7980538461538,13.4,7.519,"low","soil"
"304",304,10.7425875,12.4,7.599,"low","soil"
"305",305,10.8646679104478,12.39,7.715,"low","soil"
"306",306,10.3381,12.4,7.72,"low","soil"
"307",307,10.3025746268657,12.67,8.34,"low","soil"
"308",308,9.89351931330472,11.47,8.19,"low","soil"
"309",309,9.7796803652968,11.06,8.14,"low","soil"
"310",310,9.77555223880597,11.38,7.559,"low","soil"
"311",311,9.74086805555556,12,7.613,"low","soil"
"312",312,9.89805902777778,12.35,7.636,"low","soil"
"313",313,9.98875384615385,12.56,7.55,"low","soil"
"314",314,10.0719402985075,12.36,8.07,"low","soil"
"315",315,10.0676223175966,11.8,7.123,"low","soil"
"316",316,9.7621,11.83,6.758,"low","soil"
"317",317,8.84944843049327,11.98,5.697,"low","soil"
"318",318,8.91980633802817,11.95,5.381,"low","soil"
"319",319,8.45468981481481,12.07,5.828,"low","soil"
"320",320,8.94006818181818,11.31,6.629,"low","soil"
"321",321,9.16460769230769,11.48,6.601,"low","soil"
"322",322,9.330375,11.23,7.799,"low","soil"
"323",323,8.57639436619718,10.64,5.884,"low","soil"
"324",324,7.92624431818182,9.21,6.227,"low","soil"
"325",325,8.50746007604563,9.56,6.841,"low","soil"
"326",326,8.80163354037267,9.93,7.374,"low","soil"
"327",327,8.92509417040359,10.42,7.766,"low","soil"
"328",328,9.17276595744681,10.67,8.09,"low","soil"
"329",329,8.825245,10.65,7.182,"low","soil"
"330",330,8.40807042253521,10.55,6.807,"low","soil"
"331",331,8.58663362068966,10.62,6.383,"low","soil"
"332",332,8.28367156862745,10.56,5.5,"low","soil"
"333",333,8.33768421052632,9.7,5.398,"low","soil"
"334",334,7.94105909090909,9.48,4.894,"low","soil"
"335",335,7.45248333333333,9.45,4.633,"low","soil"
"336",336,7.165375,9.61,4.571,"low","soil"
"337",337,7.21909507042253,9.34,4.75,"low","soil"
"338",338,7.35529098360656,9.63,5.437,"low","soil"
"339",339,7.5505,9.67,5.495,"low","soil"
"340",340,7.34202049180328,9.81,4.844,"low","soil"
"341",341,6.5423606557377,9.73,4.077,"low","soil"
"342",342,6.91343359375,9.85,3.99,"low","soil"
"343",343,6.46419196428571,9.7,3.798,"low","soil"
"344",344,6.89969651741294,9.61,3.749,"low","soil"
"345",345,6.46723225806452,9.04,3.494,"low","soil"
"346",346,6.71887559808612,9.23,3.468,"low","soil"
"347",347,5.92473469387755,9.16,3.402,"low","soil"
"348",348,6.33339310344828,8.47,3.425,"low","soil"
"349",349,5.61350862068966,8.4,3.316,"low","soil"
"350",350,5.74692086330935,6.73,3.517,"low","soil"
"351",351,5.94071974522293,8.59,4.018,"low","soil"
"352",352,6.09661413043478,9.07,3.952,"low","soil"
"353",353,5.39690833333333,7.381,3.785,"low","soil"
"354",354,5.9764880952381,7.986,3.83,"low","soil"
"355",355,6.06797826086957,7.139,5.47,"low","soil"
"356",356,5.16705217391304,6.16,4.482,"low","soil"
"357",357,5.79192385786802,7.695,4.223,"low","soil"
"358",358,5.42132258064516,7.669,4.082,"low","soil"
"359",359,5.44153211009174,6.543,4.368,"low","soil"
"360",360,6.65551315789474,7.819,5.662,"low","soil"
"361",361,5.49269918699187,6.784,4.059,"low","soil"
"362",362,5.34840740740741,6.741,3.913,"low","soil"
"363",363,5.3502,7.1,3.633,"low","soil"
"364",364,4.95911794871795,6.475,3.658,"low","soil"
"365",365,4.97688095238095,6.54,3.397,"low","soil"
"366",1,3.24522569444444,6.425,0.86,"mid","soil"
"367",2,3.2583125,6.126,1.046,"mid","soil"
"368",3,3.40883333333333,6.526,1.438,"mid","soil"
"369",4,3.55605208333333,6.486,2.147,"mid","soil"
"370",5,3.65813194444444,7.054,2.178,"mid","soil"
"371",6,3.83984375,7.42,2.127,"mid","soil"
"372",7,3.99705555555556,7.147,2.324,"mid","soil"
"373",8,3.81808680555556,6.4,1.336,"mid","soil"
"374",9,3.78877777777778,6.403,1.43,"mid","soil"
"375",10,3.94658333333333,6.033,1.512,"mid","soil"
"376",11,3.993375,6.792,1.609,"mid","soil"
"377",12,3.98145833333333,6.915,1.686,"mid","soil"
"378",13,3.95784722222222,6.885,1.716,"mid","soil"
"379",14,3.92020138888889,6.349,1.607,"mid","soil"
"380",15,3.98264930555556,6.587,1.721,"mid","soil"
"381",16,4.07469791666667,6.86,1.728,"mid","soil"
"382",17,3.69195486111111,6.99,1.676,"mid","soil"
"383",18,3.5705625,6.747,1.651,"mid","soil"
"384",19,3.58089583333333,6.685,1.437,"mid","soil"
"385",20,3.63608333333333,6.022,1.429,"mid","soil"
"386",21,3.47638194444444,6.263,1.096,"mid","soil"
"387",22,3.25201388888889,6.476,0.917,"mid","soil"
"388",23,3.33680902777778,7.28,0.925,"mid","soil"
"389",24,3.24436805555556,7.662,0.951,"mid","soil"
"390",25,2.83906944444444,7.486,0.4,"mid","soil"
"391",26,2.71553819444444,6.379,0.524,"mid","soil"
"392",27,2.66939930555556,6.077,0.94,"mid","soil"
"393",28,2.67492013888889,5.615,1.036,"mid","soil"
"394",29,2.87081944444444,6.418,1.065,"mid","soil"
"395",30,3.09671875,7.163,1.083,"mid","soil"
"396",31,3.29292013888889,7.263,1.091,"mid","soil"
"397",32,3.37724652777778,7.529,0.814,"mid","soil"
"398",33,3.47724652777778,7.497,0.789,"mid","soil"
"399",34,3.50517361111111,7.254,0.789,"mid","soil"
"400",35,3.09076041666667,6.962,0.823,"mid","soil"
"401",36,3.28126736111111,6.675,0.874,"mid","soil"
"402",37,3.32685416666667,6.672,0.942,"mid","soil"
"403",38,3.29901041666667,5.765,0.965,"mid","soil"
"404",39,3.42117708333333,6.694,1.007,"mid","soil"
"405",40,3.87212152777778,7.468,1.062,"mid","soil"
"406",41,3.9044375,8.19,1.096,"mid","soil"
"407",42,3.89184375,8.34,1.096,"mid","soil"
"408",43,3.82799652777778,8.42,1.091,"mid","soil"
"409",44,3.88076736111111,8.47,1.105,"mid","soil"
"410",45,3.92628125,8.3,1.088,"mid","soil"
"411",46,3.91562847222222,8.54,1.036,"mid","soil"
"412",47,4.03429513888889,8.53,0.977,"mid","soil"
"413",48,4.35750347222222,8.15,0.943,"mid","soil"
"414",49,4.53931944444444,7.743,0.912,"mid","soil"
"415",50,3.98984722222222,7.462,0.89,"mid","soil"
"416",51,3.44225694444444,6.075,0.904,"mid","soil"
"417",52,3.27999305555556,6.228,0.825,"mid","soil"
"418",53,3.37394791666667,6.701,0.69,"mid","soil"
"419",54,3.55543055555556,6.634,0.714,"mid","soil"
"420",55,3.37629513888889,6.569,0.835,"mid","soil"
"421",56,3.44532291666667,6.83,0.8,"mid","soil"
"422",57,3.26452777777778,6.616,0.821,"mid","soil"
"423",58,2.86656597222222,4.878,0.791,"mid","soil"
"424",59,3.03228125,5.055,0.812,"mid","soil"
"425",60,2.89027430555556,5.935,0.823,"mid","soil"
"426",61,2.99597916666667,6.698,0.787,"mid","soil"
"427",62,2.90105902777778,7.094,0.856,"mid","soil"
"428",63,3.361875,7.665,0.791,"mid","soil"
"429",64,4.05616319444444,7.935,0.804,"mid","soil"
"430",65,4.26964236111111,8.75,0.852,"mid","soil"
"431",66,4.636625,9.38,0.809,"mid","soil"
"432",67,5.25418055555556,9.39,0.782,"mid","soil"
"433",68,5.74233680555556,9.38,0.793,"mid","soil"
"434",69,5.88679861111111,9.71,0.816,"mid","soil"
"435",70,5.36465625,9.84,0.797,"mid","soil"
"436",71,5.1355625,10.17,0.672,"mid","soil"
"437",72,5.26064930555556,10.51,0.466,"mid","soil"
"438",73,5.47272222222222,10.49,0.599,"mid","soil"
"439",74,5.26832986111111,10.18,0.663,"mid","soil"
"440",75,5.05931944444444,10.65,0.666,"mid","soil"
"441",76,4.66758680555556,10.6,0.683,"mid","soil"
"442",77,4.64690625,10.49,0.656,"mid","soil"
"443",78,4.69134375,8.34,0.773,"mid","soil"
"444",79,5.20822222222222,9.48,0.764,"mid","soil"
"445",80,5.44686458333333,10.29,0.681,"mid","soil"
"446",81,5.19769791666667,10.43,0.527,"mid","soil"
"447",82,5.203625,10.47,0.605,"mid","soil"
"448",83,5.29964236111111,10.77,0.527,"mid","soil"
"449",84,5.68938194444444,10.81,0.664,"mid","soil"
"450",85,5.35910763888889,10.3,0.717,"mid","soil"
"451",86,5.25044444444444,11.47,0.753,"mid","soil"
"452",87,5.49016319444444,12.36,0.806,"mid","soil"
"453",88,6.00447222222222,12.31,0.876,"mid","soil"
"454",89,5.95611458333333,12.01,1.129,"mid","soil"
"455",90,5.73400694444444,11.48,1.824,"mid","soil"
"456",91,5.47857638888889,10.1,1.919,"mid","soil"
"457",92,5.68821527777778,9.29,3.336,"mid","soil"
"458",93,6.13479166666667,9.85,4.133,"mid","soil"
"459",94,6.436125,9.93,3.801,"mid","soil"
"460",95,6.87993402777778,10.13,3.589,"mid","soil"
"461",96,6.79424305555556,10.2,2.916,"mid","soil"
"462",97,7.24656944444444,10.38,2.709,"mid","soil"
"463",98,7.31761458333333,11.73,2.589,"mid","soil"
"464",99,6.64205208333333,12.74,1.066,"mid","soil"
"465",100,6.44440625,13.86,1.339,"mid","soil"
"466",101,6.58352777777778,13.93,1.173,"mid","soil"
"467",102,6.78277430555556,13.86,1.274,"mid","soil"
"468",103,7.43248263888889,13.65,2.199,"mid","soil"
"469",104,8.12551041666667,12.45,4.981,"mid","soil"
"470",105,8.26922916666667,11.55,6.171,"mid","soil"
"471",106,8.38411458333333,10.97,5.668,"mid","soil"
"472",107,8.69509722222222,11.29,4.918,"mid","soil"
"473",108,8.8435625,11.71,4.805,"mid","soil"
"474",109,8.81264236111111,13.07,5.537,"mid","soil"
"475",110,8.62183333333333,14.13,5.235,"mid","soil"
"476",111,9.03586111111111,15.1,5.628,"mid","soil"
"477",112,10.0177152777778,15.2,6.352,"mid","soil"
"478",113,10.8947638888889,14.99,7.442,"mid","soil"
"479",114,11.3293055555556,13.99,8.45,"mid","soil"
"480",115,11.5122222222222,13.69,8.97,"mid","soil"
"481",116,11.33875,13.65,8.42,"mid","soil"
"482",117,11.0528125,14.06,8.34,"mid","soil"
"483",118,11.1157986111111,14.37,7.647,"mid","soil"
"484",119,11.1129618055556,14.16,7.244,"mid","soil"
"485",120,11.1663923611111,14.54,7.62,"mid","soil"
"486",121,10.7887465277778,15.32,7.712,"mid","soil"
"487",122,10.1591458333333,15.58,6.49,"mid","soil"
"488",123,10.09640625,15.92,6.253,"mid","soil"
"489",124,10.6818298611111,16.71,7.422,"mid","soil"
"490",125,11.4351041666667,17.35,7.815,"mid","soil"
"491",126,11.8506875,17.37,7.998,"mid","soil"
"492",127,11.95271875,17.2,7.435,"mid","soil"
"493",128,11.9084583333333,16.86,7.21,"mid","soil"
"494",129,11.5223923611111,16.59,6.45,"mid","soil"
"495",130,11.4178020833333,15.58,6.101,"mid","soil"
"496",131,11.4274270833333,15.03,7.311,"mid","soil"
"497",132,10.8389027777778,14.73,7.045,"mid","soil"
"498",133,10.5808298611111,14.21,6.595,"mid","soil"
"499",134,11.1662986111111,14.28,7.387,"mid","soil"
"500",135,11.9252777777778,15.32,8.14,"mid","soil"
