"","year","julian","mean","max","min","elevation","micro"
"59",2010,158,33.7194444444444,41.4,27.6,"low","soil"
"60",2010,159,NA,NA,NA,"low","soil"
"61",2010,161,NA,NA,NA,"low","soil"
"62",2010,162,32.5847222222222,39.2,26.8,"low","soil"
"63",2010,163,31.0972222222222,38,24.9,"low","soil"
"64",2010,164,30.6569444444444,38.1,24.5,"low","soil"
"65",2010,165,31.3236111111111,39,25,"low","soil"
"66",2010,166,32.3611111111111,40.1,25.9,"low","soil"
"67",2010,167,32.7277777777778,40.3,26.3,"low","soil"
"68",2010,168,32.9638888888889,40.9,26.4,"low","soil"
"69",2010,169,33.1791666666667,41.1,26.4,"low","soil"
"70",2010,170,32.9916666666667,40.9,26.3,"low","soil"
"71",2010,171,33.3694444444444,41.1,26.9,"low","soil"
"72",2010,172,33.4972222222222,41.3,27,"low","soil"
"73",2010,173,33.4194444444444,41.4,26.8,"low","soil"
"74",2010,174,33.9458333333333,42.1,27.2,"low","soil"
"75",2010,175,34.7388888888889,41.4,29.5,"low","soil"
"76",2010,176,35.4319444444444,41.7,30.7,"low","soil"
"77",2010,177,35.0138888888889,42.3,28.8,"low","soil"
"78",2010,178,34.4236111111111,42.1,27.9,"low","soil"
"79",2010,179,33.3069444444444,38,28.9,"low","soil"
"80",2010,180,33.8972222222222,40.1,28.3,"low","soil"
"81",2010,181,34.0666666666667,37.8,30.1,"low","soil"
"82",2010,182,33.7347222222222,40,29.5,"low","soil"
"83",2010,183,32.9361111111111,39.1,27.6,"low","soil"
"84",2010,184,34.1986111111111,41.5,28.1,"low","soil"
"85",2010,185,33.7694444444444,41.1,27.5,"low","soil"
"86",2010,186,33.8416666666667,41.2,27.6,"low","soil"
"87",2010,187,34.0791666666667,41.6,27.7,"low","soil"
"88",2010,188,33.5972222222222,39.1,28.9,"low","soil"
"89",2010,189,34.7069444444444,40,30,"low","soil"
"90",2010,190,33.2194444444444,37.7,28.5,"low","soil"
"91",2010,191,33.4736111111111,38.1,29.4,"low","soil"
"92",2010,192,33.7375,40,28.4,"low","soil"
"93",2010,193,33.9069444444444,40.9,28.2,"low","soil"
"94",2010,194,34.7375,41.6,28.9,"low","soil"
"95",2010,195,34.5402777777778,37.9,31.5,"low","soil"
"96",2010,196,35.1472222222222,41,30.7,"low","soil"
"97",2010,197,33.1236111111111,36.6,30.6,"low","soil"
"98",2010,198,35.0402777777778,41.9,29.5,"low","soil"
"99",2010,199,34.0513888888889,41,28.3,"low","soil"
"100",2010,200,35.1666666666667,42.5,29.4,"low","soil"
"101",2010,201,32.6888888888889,38.5,27.8,"low","soil"
"102",2010,202,30.6888888888889,36.4,27.8,"low","soil"
"103",2010,203,27.0041666666667,28.4,25.3,"low","soil"
"104",2010,204,26.5888888888889,30.4,24.4,"low","soil"
"105",2010,205,26.7611111111111,32.1,23.2,"low","soil"
"106",2010,206,27.5027777777778,32.6,24.7,"low","soil"
"107",2010,207,27.5458333333333,32.6,24.9,"low","soil"
"108",2010,208,NA,NA,NA,"low","soil"
"109",2010,255,NA,NA,NA,"low","soil"
"110",2010,256,28.4902777777778,34.1,24.3,"low","soil"
"111",2010,257,28.6847222222222,34.7,24.3,"low","soil"
"112",2010,258,28.8430555555556,34.5,24.5,"low","soil"
"113",2010,259,29.3152777777778,35.3,25.1,"low","soil"
"114",2010,260,29.0736111111111,35.1,24.6,"low","soil"
"115",2010,261,29.3458333333333,35.2,25,"low","soil"
"116",2010,262,29.8569444444444,35.2,26.1,"low","soil"
"117",2010,263,30.0069444444444,34.9,26.4,"low","soil"
"118",2010,264,29.1486111111111,33.1,25.9,"low","soil"
"119",2010,265,27.0111111111111,29.2,24.7,"low","soil"
"120",2010,266,26.0277777777778,31.7,22.9,"low","soil"
"121",2010,267,26.5180555555556,32.9,22,"low","soil"
"122",2010,268,27.6430555555556,33.4,23.6,"low","soil"
"123",2010,269,27.7361111111111,32.7,24.2,"low","soil"
"124",2010,270,27.1736111111111,31.8,23.8,"low","soil"
"125",2010,271,27.425,32.8,23.5,"low","soil"
"126",2010,272,27.1986111111111,32.9,23,"low","soil"
"127",2010,273,27.6375,33.1,23.6,"low","soil"
"128",2010,274,28.0041666666667,33.2,24,"low","soil"
"129",2010,275,26.0722222222222,29.3,23.4,"low","soil"
"130",2010,276,23.6805555555556,29.8,19.7,"low","soil"
"131",2010,277,22.6263888888889,26.3,20.3,"low","soil"
"132",2010,278,21.775,26.1,19.3,"low","soil"
"133",2010,279,21.1666666666667,26.7,17.8,"low","soil"
"134",2010,280,21.3013888888889,27.6,17.4,"low","soil"
"135",2010,281,20.7597222222222,27.3,16.5,"low","soil"
"136",2010,282,20.7083333333333,27.3,16.4,"low","soil"
"137",2010,283,21.0361111111111,27.4,17.1,"low","soil"
"138",2010,284,21.3777777777778,27.5,17.3,"low","soil"
"139",2010,285,21.7597222222222,27.7,17.8,"low","soil"
"140",2010,286,22.6305555555556,27.6,19.2,"low","soil"
"141",2010,287,23.7069444444444,28.1,20.5,"low","soil"
"142",2010,288,22.9111111111111,26.3,20.2,"low","soil"
"143",2010,289,22.9819444444444,27.6,20,"low","soil"
"144",2010,290,22.725,27.2,19.4,"low","soil"
"145",2010,291,22.1041666666667,26.4,18.9,"low","soil"
"146",2010,292,20.9944444444444,24.4,18.2,"low","soil"
"147",2010,293,20.0763888888889,22.6,18,"low","soil"
"148",2010,294,17.8444444444444,19.3,16.2,"low","soil"
"149",2010,295,16.5041666666667,20.5,13.8,"low","soil"
"150",2010,296,16.3111111111111,20.1,13.8,"low","soil"
"151",2010,297,16.6333333333333,22,13.1,"low","soil"
"152",2010,298,17.475,21.5,14.2,"low","soil"
"153",2010,299,18.1652777777778,22.3,15.3,"low","soil"
"154",2010,300,18.2013888888889,22.8,14.8,"low","soil"
"155",2010,301,16.025,17.6,15.2,"low","soil"
"156",2010,305,NA,NA,NA,"low","soil"
"157",2010,306,NA,NA,NA,"low","soil"
"158",2010,307,NA,NA,NA,"low","soil"
"159",2010,308,NA,NA,NA,"low","soil"
"160",2010,309,NA,NA,NA,"low","soil"
"161",2010,310,NA,NA,NA,"low","soil"
"162",2010,311,NA,NA,NA,"low","soil"
"163",2010,312,NA,NA,NA,"low","soil"
"164",2010,313,NA,NA,NA,"low","soil"
"165",2010,314,NA,NA,NA,"low","soil"
"166",2010,315,NA,NA,NA,"low","soil"
"167",2010,316,NA,NA,NA,"low","soil"
"168",2010,317,NA,NA,NA,"low","soil"
"169",2010,318,11.8444444444444,15.4,9.3,"low","soil"
"170",2010,319,11.4444444444444,14.9,8.8,"low","soil"
"171",2010,320,12.0583333333333,15.5,9.7,"low","soil"
"172",2010,321,12.3444444444444,15.9,10,"low","soil"
"173",2010,322,12.4777777777778,16,10,"low","soil"
"174",2010,323,12.9444444444444,16.4,10.4,"low","soil"
"175",2010,324,12.9319444444444,16.1,10.4,"low","soil"
"176",2010,325,12.4180555555556,15.1,10.2,"low","soil"
"177",2010,326,11.9541666666667,14.5,10.4,"low","soil"
"178",2010,327,10.4972222222222,12.9,8.2,"low","soil"
"179",2010,328,10.9805555555556,13.6,9.1,"low","soil"
"180",2010,329,10.0166666666667,12.3,8.6,"low","soil"
"181",2010,330,7.86527777777778,10.7,5.5,"low","soil"
"182",2010,331,7.63888888888889,10.8,5.3,"low","soil"
"183",2010,332,7.16944444444444,9,5.2,"low","soil"
"184",2010,333,5.60972222222222,7.6,3.8,"low","soil"
"185",2010,334,5.61666666666667,8.3,3.8,"low","soil"
"186",2010,335,6.36388888888889,9.4,4.1,"low","soil"
"187",2010,336,7.75416666666667,10.6,5.6,"low","soil"
"188",2010,337,9.41388888888889,12.5,7.2,"low","soil"
"189",2010,338,10.3361111111111,13.2,8.3,"low","soil"
"190",2010,339,10.9958333333333,13.6,8.9,"low","soil"
"191",2010,340,11.8722222222222,14.5,9.9,"low","soil"
"192",2010,341,11.0361111111111,13.1,9.3,"low","soil"
"193",2010,342,9.84166666666667,12,7.9,"low","soil"
"194",2010,343,9.62777777777778,11.9,7.6,"low","soil"
"195",2010,344,10.2361111111111,13.2,8.2,"low","soil"
"196",2010,345,10.5833333333333,12.8,8.9,"low","soil"
"197",2010,346,11.3777777777778,13.3,9.6,"low","soil"
"198",2010,347,10.7986111111111,12.7,8.8,"low","soil"
"199",2010,348,10.2625,12.7,8.5,"low","soil"
"200",2010,349,9.9125,12.6,7.8,"low","soil"
"201",2010,350,10.1486111111111,11.9,8.5,"low","soil"
"202",2010,351,9.99305555555556,11.9,8.4,"low","soil"
"203",2010,352,9.85694444444444,12.3,8.4,"low","soil"
"204",2010,353,9.67361111111111,11.8,8,"low","soil"
"205",2010,354,9.35555555555556,11.3,7.7,"low","soil"
"206",2010,355,10.0763888888889,12.6,8.1,"low","soil"
"207",2010,356,10.8069444444444,12,9.6,"low","soil"
"208",2010,357,10.5583333333333,12.5,9.1,"low","soil"
"209",2010,358,8.09166666666667,10,6.5,"low","soil"
"210",2010,359,7.45416666666667,9.7,5.7,"low","soil"
"211",2010,360,7.7,9.8,6,"low","soil"
"212",2010,361,8.37222222222222,10.8,6.8,"low","soil"
"213",2010,362,7.75833333333333,9.8,6.1,"low","soil"
"214",2010,363,6.7525,8.7,5.3,"low","soil"
"215",2010,364,5.46041666666667,7.1,3.9,"low","soil"
"216",2010,365,3.37916666666667,3.8,3,"low","soil"
"217",2011,1,NA,NA,NA,"low","soil"
"218",2011,2,2.525,3.7,1.9,"low","soil"
"219",2011,3,3.5,5.6,2.4,"low","soil"
"220",2011,4,3.94166666666667,6,2.7,"low","soil"
"221",2011,5,4.26666666666667,6.6,2.7,"low","soil"
"222",2011,6,5.32916666666667,7.9,3.5,"low","soil"
"223",2011,7,5.73333333333333,8.2,4.2,"low","soil"
"224",2011,8,4.89583333333333,7.1,3.4,"low","soil"
"225",2011,9,4.86041666666667,7.3,3.3,"low","soil"
"226",2011,10,4.74166666666667,7,3.2,"low","soil"
"227",2011,11,4.79166666666667,7.4,2.9,"low","soil"
"228",2011,12,6.09791666666667,8.9,4.4,"low","soil"
"229",2011,13,6.59166666666667,9.3,4.6,"low","soil"
"230",2011,14,6.68125,9.4,4.7,"low","soil"
"231",2011,15,7.29166666666667,10.2,5.3,"low","soil"
"232",2011,16,7.80625,10.9,5.5,"low","soil"
"233",2011,17,8.89375,12.1,7.2,"low","soil"
"234",2011,18,8.83125,12,6.7,"low","soil"
"235",2011,19,8.79583333333333,11.8,6.5,"low","soil"
"236",2011,20,8.92083333333333,11.7,7.2,"low","soil"
"237",2011,21,8.25833333333333,11.3,6,"low","soil"
"238",2011,22,7.99375,11.3,5.7,"low","soil"
"239",2011,23,7.77291666666667,10.7,5.9,"low","soil"
"240",2011,24,7.57291666666667,10.8,5.3,"low","soil"
"241",2011,25,7.19583333333333,10,4.9,"low","soil"
"242",2011,26,7.70208333333333,11.1,5.6,"low","soil"
"243",2011,27,8.14375,11.5,6.2,"low","soil"
"244",2011,28,7.96666666666667,11.6,5.5,"low","soil"
"245",2011,29,8.19791666666667,11.7,5.8,"low","soil"
"246",2011,30,8.19791666666667,11.8,5.6,"low","soil"
"247",2011,31,8.87291666666667,10.6,7.7,"low","soil"
"248",2011,32,7.35,9.9,5.2,"low","soil"
"249",2011,33,4.54166666666667,6.8,2.6,"low","soil"
"250",2011,34,2.325,4.4,0.8,"low","soil"
"251",2011,35,3.1625,6.9,1.1,"low","soil"
"252",2011,36,4.97291666666667,9.1,2.3,"low","soil"
"253",2011,37,6.80208333333333,10.6,4.4,"low","soil"
"254",2011,38,8.15625,12.3,5.5,"low","soil"
"255",2011,39,8.25416666666667,12,5.5,"low","soil"
"256",2011,40,8.15625,11.8,5.7,"low","soil"
"257",2011,41,8.4625,12.3,5.9,"low","soil"
"258",2011,42,8.39166666666667,12.5,5.4,"low","soil"
"259",2011,43,9.01041666666667,13.5,5.8,"low","soil"
"260",2011,44,9.97916666666667,14.5,6.8,"low","soil"
"261",2011,45,11.01875,15.4,8,"low","soil"
"262",2011,46,11.1958333333333,15.7,8,"low","soil"
"263",2011,47,11.7208333333333,15.8,8.5,"low","soil"
"264",2011,48,13.1020833333333,16.5,11.2,"low","soil"
"265",2011,49,11.7604166666667,14.3,9,"low","soil"
"266",2011,50,12.4666666666667,14.5,10.8,"low","soil"
"267",2011,51,11.7145833333333,14,10.4,"low","soil"
"268",2011,52,10.4895833333333,14.7,7.4,"low","soil"
"269",2011,53,10.3583333333333,15,6.9,"low","soil"
"270",2011,54,NA,NA,NA,"low","soil"
"271",2011,55,11.8375,16,9.1,"low","soil"
"272",2011,56,11.1375,15.9,7.5,"low","soil"
"273",2011,57,10.8395833333333,13.4,8.5,"low","soil"
"274",2011,58,7.18541666666667,11.2,4.9,"low","soil"
"275",2011,59,6.4375,11.2,4,"low","soil"
"276",2011,60,9.05208333333333,14.6,5.3,"low","soil"
"277",2011,61,11.0083333333333,16.4,7.3,"low","soil"
"278",2011,62,12.425,17.6,9.1,"low","soil"
"279",2011,63,12.225,17.1,8.7,"low","soil"
"280",2011,64,11.9708333333333,17,7.9,"low","soil"
"281",2011,65,12.6,17.4,8.8,"low","soil"
"282",2011,66,13.2541666666667,17.1,10.6,"low","soil"
"283",2011,67,12.36875,17.4,8.9,"low","soil"
"284",2011,68,12.8875,18.8,8.5,"low","soil"
"285",2011,69,14.1895833333333,19.7,9.9,"low","soil"
"286",2011,70,15.1020833333333,20.9,10.8,"low","soil"
"287",2011,71,15.26875,20.1,11.3,"low","soil"
"288",2011,72,15.95625,21.4,11.9,"low","soil"
"289",2011,73,16.575,21.5,12.7,"low","soil"
"290",2011,74,17.2395833333333,22.5,13.2,"low","soil"
"291",2011,75,17.6895833333333,23.1,13.5,"low","soil"
"292",2011,76,18.0979166666667,23.4,14.1,"low","soil"
"293",2011,77,18.2145833333333,23.6,14.1,"low","soil"
"294",2011,78,17.7854166666667,22.7,13.9,"low","soil"
"295",2011,79,16.9104166666667,21.4,12.8,"low","soil"
"296",2011,80,16.00625,18,14.2,"low","soil"
"297",2011,81,14.6708333333333,20,11.3,"low","soil"
"298",2011,82,14.2083333333333,20.7,9.4,"low","soil"
"299",2011,83,14.6833333333333,20.7,10.1,"low","soil"
"300",2011,84,15.0020833333333,21,10.4,"low","soil"
"301",2011,85,15.7666666666667,22,11.2,"low","soil"
"302",2011,86,16.2020833333333,22.4,11.4,"low","soil"
"303",2011,87,17.0229166666667,23.4,12.2,"low","soil"
"304",2011,88,18.0833333333333,24.3,13.5,"low","soil"
"305",2011,89,18.5229166666667,24.4,13.7,"low","soil"
"306",2011,90,19.88125,26.1,15.4,"low","soil"
"307",2011,91,21.0958333333333,27.4,16.4,"low","soil"
"308",2011,92,21.7583333333333,27.6,17,"low","soil"
"309",2011,93,21.6833333333333,26.7,17.7,"low","soil"
"310",2011,94,20.7020833333333,26.4,16.4,"low","soil"
"311",2011,95,20.6645833333333,26.7,15.7,"low","soil"
"312",2011,96,19.7791666666667,22.2,17.1,"low","soil"
"313",2011,97,19.74375,24.7,15.7,"low","soil"
"314",2011,98,19.5416666666667,23.6,16,"low","soil"
"315",2011,99,14.0666666666667,19,9.9,"low","soil"
"316",2011,100,11.5708333333333,17.2,7.7,"low","soil"
"317",2011,101,14.0166666666667,21,8.8,"low","soil"
"318",2011,102,16.61875,23.5,12,"low","soil"
"319",2011,103,17.13125,23.8,12.2,"low","soil"
"320",2011,104,17.1666666666667,23.6,12.4,"low","soil"
"321",2011,105,17.90625,24.8,13.1,"low","soil"
"322",2011,106,19.6458333333333,27,14.1,"low","soil"
"323",2011,107,21.1416666666667,28.2,15.9,"low","soil"
"324",2011,108,21.53125,27.9,16.4,"low","soil"
"325",2011,109,21.6208333333333,27.3,16.9,"low","soil"
"326",2011,110,21.9875,28.1,17.1,"low","soil"
"327",2011,111,22.2145833333333,28.4,17.4,"low","soil"
"328",2011,112,22.2958333333333,28.4,17.5,"low","soil"
"329",2011,113,21.76875,26.6,17.6,"low","soil"
"330",2011,114,22.0875,27.6,17.7,"low","soil"
"331",2011,115,22.0625,27.7,17.7,"low","soil"
"332",2011,116,21.9583333333333,27.8,17.5,"low","soil"
"333",2011,117,21.6020833333333,27.6,16.9,"low","soil"
"334",2011,118,22.625,28.9,17.7,"low","soil"
"335",2011,119,23.0958333333333,28.9,18.3,"low","soil"
"336",2011,120,22.6354166666667,28.1,18.2,"low","soil"
"337",2011,121,20.7770833333333,26.5,16,"low","soil"
"338",2011,122,20.7520833333333,26.3,16.5,"low","soil"
"339",2011,123,21.95625,27.8,17.7,"low","soil"
"340",2011,124,23.475,29.4,18.8,"low","soil"
"341",2011,125,24.41875,30.5,19.4,"low","soil"
"342",2011,126,25.0166666666667,31.5,19.8,"low","soil"
"343",2011,127,25.4979166666667,32,20.3,"low","soil"
"344",2011,128,25.1104166666667,31.5,19.8,"low","soil"
"345",2011,129,24.1604166666667,27.9,20.3,"low","soil"
"346",2011,130,21.8458333333333,25.3,18.4,"low","soil"
"347",2011,131,21.5979166666667,28.5,16.3,"low","soil"
"348",2011,132,23.61875,30.5,18.3,"low","soil"
"349",2011,133,25.5854166666667,32.5,20.2,"low","soil"
"350",2011,134,26.025,32.4,20.6,"low","soil"
"351",2011,135,25.9041666666667,32.5,20.5,"low","soil"
"352",2011,136,25.6041666666667,31.9,20.2,"low","soil"
"353",2011,137,24.8041666666667,30.7,19.8,"low","soil"
"354",2011,138,22.7229166666667,25.4,19.4,"low","soil"
"355",2011,139,22.13125,25.6,19,"low","soil"
"356",2011,140,22.3854166666667,28.3,17.3,"low","soil"
"357",2011,141,24.4395833333333,30.5,19.4,"low","soil"
"358",2011,142,25.6541666666667,31.3,20.7,"low","soil"
"359",2011,143,25.8979166666667,31.5,20.9,"low","soil"
"360",2011,144,25.5666666666667,30.9,20.6,"low","soil"
"361",2011,145,26.3395833333333,32.5,21.1,"low","soil"
"362",2011,146,27.3604166666667,33.3,22,"low","soil"
"363",2011,147,28.0833333333333,34,22.7,"low","soil"
"364",2011,148,28.8041666666667,34.4,23.7,"low","soil"
"365",2011,149,28.5479166666667,33.6,23.9,"low","soil"
"366",2011,150,27.0395833333333,32.1,22.2,"low","soil"
"367",2011,151,26.93125,32.7,21.5,"low","soil"
"368",2011,152,28.7208333333333,34,24.1,"low","soil"
"369",2011,153,28.85625,34.3,24.1,"low","soil"
"370",2011,154,28.6291666666667,34.4,23.3,"low","soil"
"371",2011,155,29.3208333333333,35.5,23.9,"low","soil"
"372",2011,156,30.3166666666667,36.2,25.2,"low","soil"
"373",2011,157,30.4833333333333,35.9,25.6,"low","soil"
"374",2011,158,29.8895833333333,35.6,24.7,"low","soil"
"375",2011,159,29.5416666666667,35.3,24.2,"low","soil"
"376",2011,160,29.8,35.7,24.5,"low","soil"
"377",2011,161,30.20625,36,24.9,"low","soil"
"378",2011,162,30.375,36.2,25.1,"low","soil"
"379",2011,163,30.61875,36.5,25.3,"low","soil"
"380",2011,164,30.58125,36.5,25.2,"low","soil"
"381",2011,165,30.80625,37,25.2,"low","soil"
"382",2011,166,31.8708333333333,37.9,26.4,"low","soil"
"383",2011,167,32.0354166666667,37.5,26.8,"low","soil"
"384",2011,168,31.8145833333333,37.3,26.5,"low","soil"
"385",2011,169,32.2229166666667,37.7,27.2,"low","soil"
"386",2011,170,31.6270833333333,36.9,26.4,"low","soil"
"387",2011,171,31.53125,37,26.5,"low","soil"
"388",2011,172,32.04375,38.2,26.6,"low","soil"
"389",2011,173,33.25625,39.2,28,"low","soil"
"390",2011,174,33.725,39.3,28.6,"low","soil"
"391",2011,175,34.0729166666667,39.6,29,"low","soil"
"392",2011,176,34.35,39.9,29.3,"low","soil"
"393",2011,177,34.4583333333333,39,30.1,"low","soil"
"394",2011,178,35.0875,40.8,30.1,"low","soil"
"395",2011,179,35.6729166666667,40.8,31.2,"low","soil"
"396",2011,180,35.76875,40.7,31.2,"low","soil"
"397",2011,181,35.7916666666667,40.6,31.6,"low","soil"
"398",2011,182,35.3354166666667,41,30.2,"low","soil"
"399",2011,183,36.0916666666667,41,31.7,"low","soil"
"400",2011,184,35.61875,39.9,31.7,"low","soil"
"401",2011,185,34.8479166666667,39.3,30.9,"low","soil"
"402",2011,186,32.2,36.6,28.5,"low","soil"
"403",2011,187,30.8729166666667,36.9,25.7,"low","soil"
"404",2011,188,32.3604166666667,37.3,27.9,"low","soil"
"405",2011,189,32.1729166666667,36.6,28.6,"low","soil"
"406",2011,190,30.9520833333333,36.1,25.8,"low","soil"
"407",2011,191,27.0791666666667,31.8,23.8,"low","soil"
"408",2011,192,26.1854166666667,27.4,25,"low","soil"
"409",2011,193,27.4083333333333,32.4,23.4,"low","soil"
"410",2011,194,29.4375,36.1,24.1,"low","soil"
"411",2011,195,29.89375,36.5,24.3,"low","soil"
"412",2011,196,30.375,37,24.8,"low","soil"
"413",2011,197,31.5395833333333,37.9,26.3,"low","soil"
"414",2011,198,31.4416666666667,35.2,28.4,"low","soil"
"415",2011,199,28.8020833333333,33.8,26.2,"low","soil"
"416",2011,200,27.6229166666667,32.3,23.6,"low","soil"
"417",2011,201,29.0208333333333,34.7,25.9,"low","soil"
"418",2011,202,28.1916666666667,31.8,25.6,"low","soil"
"419",2011,203,29.0583333333333,34.2,25.4,"low","soil"
"420",2011,204,30.0041666666667,34.5,26.4,"low","soil"
"421",2011,205,29.3854166666667,34.2,26,"low","soil"
"422",2011,206,26.70625,28.1,25.4,"low","soil"
"423",2011,207,28.5416666666667,35.4,23.2,"low","soil"
"424",2011,208,30.575,37,25.4,"low","soil"
"425",2011,209,31.6833333333333,37.5,27,"low","soil"
"426",2011,210,31.6291666666667,34.9,28.8,"low","soil"
"427",2011,211,31.5604166666667,36,28.2,"low","soil"
"428",2011,212,29.8208333333333,35.9,25.6,"low","soil"
"429",2011,213,31.4375,37.9,26.6,"low","soil"
"430",2011,214,32.64375,38.1,28,"low","soil"
"431",2011,215,30.6270833333333,34.1,27.8,"low","soil"
"432",2011,216,28.675,32.9,24.7,"low","soil"
"433",2011,217,29.25,34.3,25.3,"low","soil"
"434",2011,218,29.5729166666667,34.3,26,"low","soil"
"435",2011,219,30.0291666666667,35.4,26.5,"low","soil"
"436",2011,220,30.7395833333333,36.4,26.7,"low","soil"
"437",2011,221,31.0208333333333,35.3,27.5,"low","soil"
"438",2011,222,28.7958333333333,31.1,26.1,"low","soil"
"439",2011,223,27.3229166666667,32.1,23.6,"low","soil"
"440",2011,224,27.40625,31.1,24.9,"low","soil"
"441",2011,225,28.6895833333333,34.7,24.1,"low","soil"
"442",2011,226,31.0729166666667,36.5,26.8,"low","soil"
"443",2011,227,30.3729166666667,34.5,27.3,"low","soil"
"444",2011,228,27.9395833333333,32,25.3,"low","soil"
"445",2011,229,27.6354166666667,33.7,24.6,"low","soil"
"446",2011,230,26.46875,31.1,23.9,"low","soil"
"447",2011,231,24.2895833333333,26.6,22.7,"low","soil"
"448",2011,232,25.9416666666667,30.5,22.5,"low","soil"
"449",2011,233,26.2375,30.2,23.2,"low","soil"
"450",2011,234,27.74375,33.7,23.9,"low","soil"
"451",2011,235,28.9333333333333,34.3,24.9,"low","soil"
"452",2011,236,30.0583333333333,35.2,25.9,"low","soil"
"453",2011,237,30,34.2,26.7,"low","soil"
"454",2011,238,30.7645833333333,35.7,26.8,"low","soil"
"455",2011,239,30.2729166666667,34.2,27.4,"low","soil"
"456",2011,240,30.0375,35,26.1,"low","soil"
"457",2011,241,31.1791666666667,36.1,27.1,"low","soil"
"458",2011,242,NA,NA,NA,"low","soil"
"459",2011,243,31.3354166666667,37.1,27.8,"low","soil"
"460",2011,244,28.6791666666667,33.3,24.8,"low","soil"
"461",2011,245,29.6291666666667,35,24.8,"low","soil"
"462",2011,246,30.3958333333333,35.9,26,"low","soil"
"463",2011,247,30.775,35.9,26.6,"low","soil"
"464",2011,248,29.3125,30.9,28.3,"low","soil"
"465",2011,249,28.9208333333333,33,25.9,"low","soil"
"466",2011,250,30.0291666666667,35.4,25.9,"low","soil"
"467",2011,251,30.9833333333333,35.7,27,"low","soil"
"468",2011,252,28.9208333333333,34.3,25,"low","soil"
"469",2011,253,24.7354166666667,30.2,21.7,"low","soil"
"470",2011,254,23.8145833333333,27.9,20.6,"low","soil"
"471",2011,255,23.7583333333333,26,22.6,"low","soil"
"472",2011,256,23.35625,26.9,20.3,"low","soil"
"473",2011,257,23.5416666666667,27.6,20.9,"low","soil"
"474",2011,258,23.2125,26.4,20.6,"low","soil"
